序号,label,cleaned_text
11,Liver_Cancer,synthetic mir mimics delivered tumor exosomes repress hepatocellular carcinoma downregulating lymphoid enhancer factor abstracttext label background nlmcategory background dysregulation exosomal micrornas plays important role progression hepatocarcinogenesis study investigated therapeutic potential synthetic exosomal mir hcc cells explored feasibility tumor derived exosomes drug delivery vehicles abstracttext abstracttext label methods nlmcategory methods proliferation migration assays performed examine effects mir hcc vitro direct target gene mir identified mirecords analysis target validation transferring efficiency anti hcc effect exosomes different origin studied optimal mir delivery method established verified vitro vivo addition relationships prognosis hcc patients mir expression hcc serum exosomes retrospectively analyzed
12,Liver_Cancer,spatial immunophenotypes predict clinical outcome intrahepatic cholangiocarcinoma abstracttext label background amp aims nlmcategory unassigned intrahepatic cholangiocarcinoma icca severe malignant tumour shows modest responses immunotherapy aimed identify spatial immunophenotypes icca delineate potential immune escape mechanisms abstracttext abstracttext label method nlmcategory unassigned multiplex immunohistochemistry mihc performed quantitatively evaluate distribution immune cell subsets intratumour invasive margin peritumour areas cohort treatment na patients icca multiregion unsupervised clustering used determine three spatial immunophenotypes multiomics analyses carried explore functional differences b results b icca displayed region specific distribution immune cell subsets abundant cd sup sup neutrophil infiltration intratumour areas three spatial immunophenotypes
13,Liver_Cancer,nomogram models predicting risk prognosis newly diagnosed ovarian patients metastases large population based real world study b background b previous studies metastases lm newly diagnosed ovarian ndoc patients based surveillance epidemiology end results seer program disregarded selection bias missing data b methods b identified data ndoc patients seer presented comprehensive description dataset limited possible biases due missing data applying multiple imputation mi determined predictive factors underlying lm development ndoc patients evaluated prognostic factors ndoc patients lm oclm established predictive nomograms assessed concordance index calibration curve decision curve analysis dca clinical impact curves cic b results b
14,Liver_Cancer,predicting risk using comprehensive medical history abstracttext label background objectives mortality rising faster significantly impacting life expectancy due relatively young median age diagnosis high mortality rate currently consistently recommended screening tests individuals high risk profile abnormalities body systems disease cirrhosis study aims screen various body system diseases might associated risk abstracttext abstracttext label methods study utilized us database including us based adults aged least absolute shrinkage selection operator regression logistic regression used identify significant predictors calculate odds ratios ors statistical analyses conducted using r software abstracttext abstracttext label results total participants diagnoses male gender white race
15,Liver_Cancer,autophagy activation hepatocellular carcinoma contributes tolerance oxaliplatin via reactive oxygen species modulation purpose understanding roles mammalian autophagy highlights recent advances pharmacologic manipulation autophagic pathways therapeutic strategy however autophagy status corresponding functions hepatocellular carcinoma hcc therapeutic stress remain clarified study determine whether autophagic machinery could activated chemotherapy contribution autophagy tolerance oxaliplatin hcc experimental design autophagy activation cell death induced oxaliplatin examined two hcc cell lines well vivo using hcc model nude mice hcc tissue samples without locoregional chemotherapy surgery also examined immunohistochemical electron microscopic analysis results autophagy functionally activated hcc cell lines xenografts oxaliplatin treatment suppression autophagy
16,Liver_Cancer,knockdown lncrna linc suppresses tumorigenesis via sponging mir p background frequent malignancy poor prognosis high mortality world reported many lncrnas could modulate tumorigenesis identify novel potential targets differential expressed lncrnas adjacent normal tissues analyzed bioinformatics tool methods differential expressed lncrnas adjacent normal tissues analyzed bioinformatics tool cell viability proliferation tested cck ki respectively apoptosis cells tested flow cytometry gene protein expressions cells measured qrt pcr western blot respectively vivo model established detect effect linc vivo results linc found negatively correlated survival rate patients moreover knockdown linc significantly suppressed proliferation invasion cells via inducing apoptosis meanwhile mir
17,Liver_Cancer,evaluation midkine diagnostic serum biomarker hepatocellular carcinoma purpose evaluate value serum midkine mdk diagnostic biomarker hepatocellular carcinoma particularly negative alpha fetoprotein afp early stage experimental design mdk expression tumors assessed immunohistochemistry patients hepatocellular carcinomas cirrhosis serum mdk levels detected elisa participants including hepatocellular carcinomas hospital controls different medical centers sensitivities specificities serum mdk diagnosing hepatocellular carcinoma according afp level barcelona clinic bclc stage analyzed results mdk levels significantly elevated hepatocellular carcinoma tissues well serum samples sensitivity serum mdk hepatocellular carcinoma diagnosis much higher afp vs similar specificities vs notably serum mdk outstanding performance distinguishing afp negative
18,Liver_Cancer,fmo associated fibroblasts sensitize anti pd therapy patients hepatocellular carcinoma abstracttext label background nlmcategory background efficacy immune checkpoint inhibitors icis hepatocellular carcinoma hcc limited heterogeneity individual responses therapy heterogeneous phenotypes crucial roles associated fibroblasts cafs immunotherapy resistance remain largely unclear abstracttext abstracttext label methods nlmcategory methods specific caf subset identified integrating comprehensive single cell rna sequencing spatial transcriptomics transcriptome profiling patients hcc different responses antiprogrammed cell death protein anti pd therapy mouse orthotopic hcc models coculture system constructed cytometry time flight analysis performed investigate functions mechanisms specific cafs immune context hcc abstracttext abstracttext label results nlmcategory
19,Liver_Cancer,metastases detected intraoperatively indicates worse prognosis colorectal metastases patients resection combined microwave ablation abstracttext label background nlmcategory unassigned whether tumor numbers detected surgery compared preoperative image affecting survival colorectal metastases crlm patients hepatectomy combined microwave ablation mwa remains unclear abstracttext abstracttext label methods nlmcategory unassigned crlm patients underwent hepatectomy combined mwa retrospectively assessed compared tumor numbers preoperative image patients equal intraoperative tumor numbers defined equal number group n patients detected tumor numbers surgery defined number group n clinicopathological factors prognosis compared two groups abstracttext abstracttext label results nlmcategory unassigned compared equal number group number group characterized
20,Liver_Cancer,association disease condition changes intestinal flora plasma endotoxin vascular endothelial growth factor levels patients objective currently therapeutic effect patients associated disease development meanwhile efficacy patients advanced far satisfactory therefore aim study explore association disease condition changes function indexes intestinal flora plasma endotoxin et vascular endothelial growth factor vegf levels patients patients methods total patients primary hospital enrolled study patients divided three groups including early group middle group advanced group peripheral blood collected subject detect function indexes procalcitonin pct plasma et vegf levels furthermore mid posterior segment stools collected cases group sent company detection intestinal flora results
21,Liver_Cancer,hepatoscan ensemble classification learning models disease detection jats p dangerous disease poses significant risks human health complexity early detection increases due unpredictable growth cells paper introduces hepatoscan ensemble classification detect diagnose tumors datasets proposed hepatoscan integrated approach classifies three types hepatocellular carcinoma cholangiocarcinoma angiosarcoma initial stage starts second stage spreads parts body deep learning emerging domain develops advanced learning models detect diagnose early stages train pre trained model inceptionv datasets identify advanced patterns associated tumors cells accurate segmentation classification lesions computed tomography ct scans ensemble multi class classification emcc combines u net mask region based convolutional
22,Liver_Cancer,nuclear matrix protein alterations associated colon metastasis purpose development colon markers detect metastases early predict patients risk develop metastases would major impact disease previously identified g brunagel et al research nuclear matrix proteins nmps associated colon objective study identify existence specific nmp fingerprint human metastasis colon experimental design using high resolution two dimensional gel electrophoresis analyzed nmp expression matched metastases adjacent normal samples three normal donor samples compared colon nmp patterns along several primary cell systems lines results analysis multiple gels sample revealed three proteins present metastases present normal tissue normal hepatocytes three proteins also present
23,Liver_Cancer,data circrpn inhibits aerobic glycolysis metastasis hepatocellular carcinoma jats p lt div gt abstract lt p gt although circular rnas circrna known modulate tumor initiation progression role hepatocellular carcinoma hcc metastasis remains poorly understood three metastasis associated circrnas identified previous circrna sequencing study screened validated two hcc cohorts circrpn downregulated highly metastatic hcc cell lines hcc tissues metastasis patients hcc lower circrpn levels displayed shorter overall survival higher rates cumulative recurrence mechanistic studies lt gt vitro lt gt lt gt vivo lt gt revealed circrpn binds enolase eno accelerates degradation promote glycolytic reprogramming akt mtor pathway
24,Liver_Cancer,obesity obesity related metabolic disorders become globally prevalent posing challenge chronically damaged predisposing development progression rising phenomenon obesity epidemic may provide means understanding one malignancies rising incidence developed countries last decades non alcoholic fatty disease associated obesity insulin resistance type diabetes increasingly recognized trigger western populations characterized low prevalence established risk factors viral hepatitis hepatotoxin exposure accumulating evidence established association higher body mass index indicator general obesity higher risk primary associations stronger men patients underlying disease white ethnic groups abdominal obesity weight gain adult life metabolic factors related visceral fat accumulation also suggested important risk factors
25,Liver_Cancer,screening identification molecular marker metastatic metastastic carcinoma also called secondary refers tumor transferred parts body portal vein hepatic artery lymph metastatic generally lung mammary gland colon pancreas stomach well leukemia hemocyte said stomach pancreatic colon could transferred portal vein breast lung could transferred hepatic artery generally speaking metastatic free hbv infection hepatitis hepatocirrhosis afp normal cea raised per ct detection various focal nodes found inside may suffer necrobiosis cystic degeneration bleeding calcification generally metastatic merged portal vein embolus well defined symptoms found early phase case symptoms occur pathological changes obvious early phase mainly reflects symptom primary
26,Liver_Cancer,nccn newsnew reliable source free information people gallbladder bile duct offered nccnnccn convenes summit providing high quality care evolving policy tech landscape new reliable source free information people gallbladder bile duct offered nccnnccn released brand new resource help people gallbladder bile duct better understand critical decisions make care new edition nccn guidelines patients takes evidence based expert consensus treatment recommendations nccn clinical practice guidelines oncology nccn guidelines creates patient friendly version easy follow wording funding provided nccn foundation sponsorship global institute content endorsed cholangiocarcinoma foundation essential element patient empowerment accessible actionable high quality information said donna
27,Liver_Cancer,albumin alkaline phosphatase ratio independent prognostic indicator combined hepatocellular cholangiocarcinoma background clinical significance albumin alkaline phosphatase ratio aapr discussed hepatocellular carcinoma hcc cholangiocarcinoma cc aim study clarify prognostic value aapr patients combined hepatocellular cholangiocarcinoma chcc cca methods total patients pathologically diagnosed allen type c chcc cca institution retrospectively enrolled randomly divided training n cohort validation n cohort prognostic value aapr evaluated validated aapr based nomogram constructed prediction performance assessed results identified optimal threshold value aapr x tile software training cohort median overall survival os patients aapr significant shorter aapr months vs months respectively p univariate multivariate
28,Liver_Cancer,significance expression shp stem cell objective study expression shp stem cells significance stem cells regulation clarify molecular mechanism shp regulating stem cells explore feasibility therapeutic target biomarkers individualized treatment methods real time pcr used detect expression shp chemotherapy resistant hcc cells xenografts addition expression shp detected real time pcr technique stem cell enriched hcc cells using variety sorting techniques interfering shp cell line used define possible regulation mechanism shp stem cells western blot method results vivo experiments showed shp expression increased chemotherapy resistant xenografts vitro experiments expression shp elevated stem cells expression shp closely related b
29,Liver_Cancer,inducible models transgenic zebrafish investigate biology primary one prevalent deadly incidence continues increase treatment response remains poor thus depth understanding tumour events necessary develop effective therapies animal models powerful tools reach goal past decade laboratory established multiple oncogene transgenic zebrafish lines robustly induced develop histological transcriptomic molecular analyses validate use transgenic zebrafish experimental models review provide comprehensive summary findings inducible zebrafish models tumour initiation oncogene addiction tumour microenvironment gender disparity cachexia drug screening others induced oncogene expression causes rapid change tumour microenvironment inflammatory responses increased vascularisation rapid hepatic growth several models histologically proven carcinoma induced within
30,Liver_Cancer,worse outcome sorafenib therapy associated ascites child pugh score advanced hepatocellular carcinoma background aim outcomes sorafenib therapy patients advanced hepatocellular carcinoma hcc impaired function remain unresolved although child pugh cp classification widely used patient categorization heterogeneity within given cp class makes outcomes less predictable aim investigate prognostic significance cp score elements outcome sorafenib patients advanced hcc impaired function methods consecutive patients advanced hcc center january december reviewed medical records patients received sorafenib monotherapy results median duration sorafenib months range median follow months range disease control rates significantly higher cp class cpa cp class b cpb patients
31,Liver_Cancer,family history increases risk incidence year prospective cohort study qidong china objective evaluate whether first degree family history plays role incidence prospective evaluation patient cohort qidong china year period methods may hepatitis b surface antigen hbsag carriers hbsag negadve controls qidong city enrolled participation prospective cohort study ending november follow carried every months evaluations included serum assays measure concentrations alpha fetoprotein afp hbsag alanine aminotransferase alt well abdominal ultrasound assess disease relationship baseline study entry information patients first degree family history incidence two decades study statistically assessed results newly diagnosed cases cohort person years py follow
32,Liver_Cancer,upregulation gtpbp promotes proliferation cells research background public health issue worldwide ranks second related mortality rates worldwide china mortality rate ranks second among types five year survival rate five year survival rate surgery exceed recurrence rate surgery high therefore research occurrence progression mechanism still urgent research method explore expression gtpbp patients gepia oncomine ualcan databases relationship gtpbp gene expression overall survival patients explored kaplan meier plotter database string database protein interacting gtpbp found subsequently expression gtpbp gene mrna level protein level cells verified fluorescence quantitative pcr western blotting experiments cck experiment effect gtpbp gene expression growth
33,Liver_Cancer,morc novel oncogene upregulated contributes proliferation metastasis chemoresistance microrchidia morc important dna damage repair lipogenesis however clinical functional role morc remains fully elucidated aim present study clarify role morc expression profile analysis immunohistochemical staining reverse transcription quantitative polymerase chain reaction analysis western blot analysis performed evaluate levels morc patient specimens cell lines subsequently expression morc suppressed increased cells effects morc cancerous transformation cells examined vitro vivo morc upregulated tissues upregulation associated certain clinicopathologic features patients morc knockdown caused marked inhibition cell proliferation clonogenicity whereas overexpression morc substantially promoted cell proliferation addition knockdown morc inhibited migratory invasive
34,Liver_Cancer,integrated single cell bulk sequencing analysis identifies tumor reactive cxcr cd cells predictor immune infiltration immunotherapy outcomes hepatocellular carcinoma abstracttext label background nlmcategory unassigned various immune cell types tumor microenvironment tme hepatocellular carcinoma hcc identified important parameters associated prognosis responsiveness immunotherapy however various factors influence immune cell infiltration remains incompletely understood hence investigated single cell multi omics landscape immune infiltration hcc particularly key gene cell subsets influence immune infiltration thus potentially linking immunotherapy response immune cell infiltration abstracttext abstracttext label methods nlmcategory unassigned grouped patients hcc according immune cell infiltration scores calculated single sample gene set
35,Liver_Cancer,expressions hif kiss patients correlation analysis objective study expressions hypoxia inducible factor hif tumor metastasis suppressor gene kiss patients analyze correlation hif kiss patients methods normal tissues tissues hospital selected expressions hif kiss normal tissues tissues detected via immunofluorescence assay mrna expressions hif kiss normal tissues tissues detected via reverse transcription polymerase chain reaction rt pcr protein expressions hif kiss normal tissues tissues detected via western blotting differences hif kiss expressions normal tissues tissues analyzed using spss statistical software results immunofluorescence assay rt pcr western blotting showed hif highly expressed tissues expression level significantly higher normal
36,Liver_Cancer,inhibition autophagy macrophage promotes il mediated hepatocellular carcinoma progression via inflammasome accumulation self recruitment hepatocellular carcinoma hcc complex changeable tumor microenvironment despite emerging evidence focusing autophagy process within immune cells function regulatory mechanism macrophage autophagy tumor progression remains unclear results multiplex immunohistochemistry rna sequencing identified reduced levels autophagy tumor macrophages hcc microenvironment associated poor prognosis increased microvascular metastasis hcc patients specifically hcc suppressed macrophage autophagy initiation regulation mtor ulk phosphorylation ser knockdown autophagy related proteins inhibit autophagy significantly boosted metastatic potential hcc mechanistically accumulation nlrp inflammasome mediated autophagy inhibition promoted cleavage maturation release il facilitated hcc
37,Liver_Cancer,impact lymph node dissection prognosis patients intrahepatic cholangiocarcinoma jats p jats bold e jats bold jats p jats p jats bold background jats bold intrahepatic cholangiocarcinoma icc makes radical resection sole potential cure lymph node metastasis key prognostic factor however routine lymph node dissection necessity debated clinical evidence role impact icc limited study explores routine lymph node dissection effects focusing non metastatic lymph node removal jats bold methods jats bold analyzed clinical prognostic data icc patients underwent resection excluding combined hepatocellular cholangiocarcinoma preoperative extrahepatic metastases neoadjuvant therapy patients divided group dissection n group ii dissection negative
38,Liver_Cancer,platelet lymphocyte ratio predicts tumor response survival patients hepatocellular carcinoma undergoing immunotherapies abstracttext label background nlmcategory background lymphocyte related factors associated survival outcome different types nevertheless association lymphocytes related factors tumor response immunotherapy remains unclear abstracttext abstracttext label methods nlmcategory methods retrospective study eligible participants included patients unresectable advanced hepatocellular carcinoma hcc underwent immunotherapy first line treatment radiological assessment tumor response adhered recist hcc specific modified recist mrecist criteria univariate multivariate logistic analyses employed analyze clinical factors associated tumor response kaplan meier survivial analysis employed compare progression free survival pfs overall survival os across different clinical
39,Liver_Cancer,disease burden thyroid chinese population objective analyze disease burden chinese population methods data global burden diseases gbd used analyze disease burden china main outcome measurements would include mortality disability adjusted life years daly gbd global standard population used reference population calculate age standardized rate related changes percentage calculated analyze changing patterns disease burden china results total people died crude death rate china number deaths due secondary hepatitis b accounting number deaths due secondary hepatitis c accounting daly due appeared million person years leading causes daly related secondary hepatitis b followed secondary hepatitis c secondary alcohol use
40,Liver_Cancer,cordycepin mediates pyroptosis hcc upregulation txnip synergizes anti pd l immunotherapy abstracttext label background nlmcategory background immune checkpoint inhibitors effective treatments hcc however therapeutic efficacy often limited development drug resistance therefore investigating new combination therapeutics involving immune checkpoint inhibitors critical improving patient prognosis study investigated therapeutic effect cordycepin cor hcc synergistic effect anti programmed cell death ligand anti pd l immunotherapy abstracttext abstracttext label methods nlmcategory methods selected hcc cell lines investigate effects cor hcc growth using vivo vitro experiments performed rna sequencing mhcc h cell line treated without cor understand underlying mechanism identify key regulatory
41,Liver_Cancer,surgical treatment primary report cases objective summarize experience surgical treatment primary methods clinical data surgically managed cases primary january december hepatobiliary center first affiliated hospital nanjing medical university retrospectively analyzed life table method used calculate survival rate postoperative recurrence rate log rank test used compare survival process different groups cox regression model used multivariate analysis addition cases hepatocellular carcinoma hcc detailed follow data selected survival analysis among patients treated hepatectomy males females age years range years among patients treated transplantation males females age years range years outcomes hepatectomy versus transplantation anatomic versus non anatomic hepatectomy compared
42,Liver_Cancer,predictive value neutrophil lymphocyte ratio recurrent hcc repeat hepatectomy salvage transplantation abstracttext label backgrounds aims nlmcategory objective hepatocellular carcinoma hcc prevalent type primary characterized high rate recurrence study aims compare efficacy safety repeat hepatectomy rh salvage transplantation slt recurrent hepatocellular carcinoma rhcc explores predictive value neutrophil lymphocyte ratio nlr neutrophil extracellular traps nets abstracttext abstracttext label methods nlmcategory methods study consecutive patients receiving rh n slt n rhcc within university california san francisco ucsf criteria recruited propensity score matching psm disease free survival dfs overall survival os compared utilizing kaplan meier method additionally level neutrophil infiltration
43,Liver_Cancer,demethylation mir upregulates expression membrane palmitoylated proteins promotes apoptosis cells background common main cause related deaths worldwide sixth common world although mir palmitoyl membrane palmitoylated protein mpp reportedly involved various cell processes precise roles still unclear aim investigate expression micro rna mir methylation mir promoter expression mpp cells related mechanisms methods together cases tissues cases adjacent tissues collected methylation degree mir promoter paracancerous tissue cells normal cells expression levels mir mpp samples detected demethylation cells transfection cells mir mimetic performed mpp overexpression vector used transfect cells changes proliferation invasion apoptosis migration biological functions cells interventions observed
44,Liver_Cancer,supplementary material burden trends primary caused specific etiologies global regional national age sex level results global burden disease study b background b one leading causes related deaths worldwide primary causes include hepatitis b virus hbv hepatitis c virus hcv alcohol consumption nonalcoholic fatty disease factors b aims b objective study evaluate global sex age region country etiology related burden well trends caused different etiologies b methods b causes including global regional national incidence mortality etiology collected global burden disease study time dependent change trends burden evaluated annual percentage change b results b global incidence mortality increasing
45,Liver_Cancer,mir inhibits malignant biological behavior human cells regulating srpk although treatment made great progress mechanism occurrence completely clear mir plays important regulatory role tumorigenesis development including survival proliferation migration invasion however role regulatory mechanism mir rarely reported analyzed mir expression tissue samples cell lines qrt pcr expression mir measured qrt pcr mir mimic sh mir transfection cck clonogenic assays used detect proliferation cells cell scratch invasion assays used detect migration invasion rna seq used detect difference rna expression cells srpk expression detected cells transfection qrt pcr western blotting observed mir downregulated tissues compared normal tissues furthermore
46,Liver_Cancer,research mechanism gastrodin treatment based network pharmacology jats p objective remains major cause mortality rising incidence worldwide gastrodin bioactive compound gastrodia elata shown anti potential study applied bioinformatics analyses identify specific pharmacological targets gastrodin examining roles methods data normal tissue gastrodin retrieved multiple databases including genecards herb tcmsp datasets analyzed using venny interactivenn metascape integrative analysis visualization metascape used enrichment analysis protein protein interaction ppi network construction gene ontology go kyoto encyclopedia genes genomes kegg pathways cytoscape facilitated detailed functional network visualization results intersected genes among tissue gastrodin identified via venn analysis key targets obtained including
47,Liver_Cancer,laparoscopic versus open left hemihepatectomy hepatocellular carcinoma propensity score matching analysis abstracttext label background nlmcategory background despite increasing application laparoscopic hepatectomy lh hepatocellular carcinoma hcc laparoscopic left hemihepatectomy llh remains relatively rare surgery comparison perioperative oncological outcomes llh open left hemihepatectomy olh lacking abstracttext abstracttext label methods nlmcategory methods total hcc patients underwent either llh olh january november enrolled retrospective observational study propensity score matching psm performed llh olh groups abstracttext abstracttext label results nlmcategory results patients llh group smaller tumor size p earlier tnm staging p matching despite similar transfusion rate matching patients undergoing llh
48,Liver_Cancer,lrp mutations promote tumor progression resistance anti pd therapy recurrent hepatocellular carcinoma abstracttext label background aims nlmcategory objective hcc recurrence major factor limiting long term survival cause deaths patients hcc however molecular characterization potential therapeutic targets recurrent hcc remain mostly unknown abstracttext abstracttext label approach results nlmcategory results performed whole exome sequencing matched primary recurrent hcc tumors combined data whole genome sequencing results paired samples previous study sanger sequencing used identify low density lipoprotein receptor related protein lrp coding exons additional patients recurrent hcc identified lrp somatic mutations recurrent tumors primary tumors p lt prognosis second
49,Liver_Cancer,shogaol suppresses progression via inactivation wnt formula see text catenin signaling regulating tlr gastrointestinal malignant tumor high lethality prognosis remains poor compounds derived natural products confirmed alleviate progression various diseases including additionally shogaol reported induce apoptosis cells however mechanism shogaol regulates apoptosis cells remains unclear investigate function shogaol rt qpcr western blotting used detect expression tlr foxo cells respectively od value cells measured using mtt assay flow cytometry used measure cell apoptosis shogaol inhibited growth cells tlr wnt formula see text catenin upregulated cells foxo inactivated shogaol reversed expression tlr wnt formula see text catenin foxo
50,Liver_Cancer,metastatic human hepatocellular carcinoma models nude mice cell line metastatic potential metastatic human hcc model needed studies mechanism intervention metastatic recurrence using orthotopic implantation histologically intact tissues surgical specimens patient like metastatic model human hcc nude mice lci low metastatic model human hcc nude mice lci established mice transplanted lci tumors exhibited extremely high metastatic ability including spontaneous metastasis lungs lymph nodes peritoneal seeding remarkable difference also found expression invasiveness related genes growth factors lci lci tumors pai increased gradually following tumor progression lci model correlated tumor size afp level phasic expression tissue intercellular adhesion molecule
51,Liver_Cancer,abstract overexpression potential oncogenic micrornas defines new molecular subclass hepatocellular carcinoma jats title abstract jats title jats p background hepatocellular carcinoma hcc common form third cause related death worldwide incidence increasing mainly due hepatitis c virus hcv infection molecular classification hcc still lacking micrornas mirnas small non coding rna involved hcc pathogenesis expression profiling represents powerful tool classify jats p jats p objectives provide mirna based molecular classification hcc investigate function potential oncogenic mirnas hcc models jats p jats p methods expression mirnas analyzed hcv related hccs using bead based mirna expression profiling method integrative analysis
52,Liver_Cancer,trends major risk factors korea republic korea hereafter korea one countries high incidence great difference incidence male female investigated sex specific trends three major risk factors hepatitis b virus hbv infection hepatitis c virus hcv infection alcoholic cirrhosis incidence obtained registration statistics national center korea hepatitis b surface antigen hbsag seropositivity based data korea national health nutrition examination survey disease statistics health insurance review assessment service korea used evaluate trends hcv infection alcoholic cirrhosis prevalence risk factors compared incidence males three four times higher incidence females gap incidence males females increased age males aged showed five
53,Liver_Cancer,epidemic characteristics spatiotemporal pattern etiologic factors burden china retrospective analysis title abstract title p background rising prevalence obesity increasing alcohol consumption advances hepatitis virus treatment epidemiology gradually changes however impact changes burden china remains unclear study aimed assess temporal trends burden across whole country province level administrative regions contributions various etiologies china methods age standardized incidence death rate evaluated according sex age etiology using data global burden disease study related age standardized rates province level administrative regions china obtained national central registry results increase incidence death respectively age standardized incidence death rate remained stable south china
