序号,label,cleaned_text
28,Stomach_Cancer,three cases tube following operation thoracic esophagus sugically managed three cases arising reconstructed tube following operation esophageal caner patient year old man undergone subtotal esophagectomy reconstruction tube via retrosternal route found type advanced gastric reconstructed tube year operation patient underwent distal resection tube died local recurrence tube years months second operation patient year old man undergone subtotal esophagectomy reconstruction tube via retrosternal route found iia iic type early gastric reconstructed tube year operation distal resection tube carried patient still alive years reoperation patient year old woman undergone subtotal esophagectomy reconstruction tube via retrosternal route thirteen years
29,Stomach_Cancer,history siblings patients gastric carcinoma case control study population eastern black sea region turkey conducted learn incidence siblings patients gastric carcinoma among patients gastric carcinoma sibling history versus cases control group matched according age gender p frequency history organs first third degree relatives respectively sibling cases gastric carcinoma p fifty two point three per cent sibling cases history organs relatives also reported degree relatives number first third degree relatives sibling cases higher number organ degree relatives p familial clustering reported sibling cases study history siblings suggests presence genetic susceptibility high risk disease occurrence siblings patients higher
30,Stomach_Cancer,reevaluation benefit risk mass screening comparison x ray diagnosis endoscopy screening test mass screening widely performed throughout japan since important disease among various malignant diseases japan screening test x ray diagnosis barium contrast medium used risk x ray exposure must considered order compare benefit mass screening reported previous article benefit risk mass screening become equal age since various conditions mass screening changed reevaluation benefit risk relationship necessary especially risk coefficient radiation induced revised drastically report united nations scientific committee effects radiation report benefit mass screening defined net elongation average life expectancy due life saved risk screening
31,Stomach_Cancer,study mineral changes patients upper gastrointestinal background emerged major public health problem developing countries matching effect industrialized nations leading cause death worldwide india oesophagus reported higher incidence material methods comparative study carried patients suffering oesophagus healthy subjects kem tata hospital mumbai sixty healthy sixty patients enrolled study confirming eligibility based inclusion criteria serum levels calcium phosphorus zinc copper magnesium measured data collected statistically analysed evaluated correlation parameters type results oesophagus patients serum calcium serum phosphorus levels showed elevation comparison control group serum zinc copper levels also remained elevated oesophagus patients serum magnesium showed decrease levels patients
32,Stomach_Cancer,following hodgkin lymphoma testicular cervical pooled analysis three international studies focus radiation effects understand risk fractionated high dose radiotherapy pooled individual level data three recent case control studies studies nested cohorts five year survivors first primary hodgkin lymphoma hl testicular tc cervical cx seven countries detailed data abstracted patient records radiation doses reconstructed site cases corresponding sites matched controls among cases controls mean doses gy gy gy respectively hodgkin lymphoma testicular cervical survivors overall mean dose gy risk increased increasing radiation dose site p evidence nonlinearity downturn highest doses gy pooled excess odds ratio per gy
33,Stomach_Cancer,clinicopathological study multiple primary tumor organs kobe rosai hospital cases resected gastric managed past year period multiple primary organs encountered forty four patients amounting twenty eitht patients men sixteen women average age multiple primary higher single women patients multiple primary comparatively younger men seventeen synchronous another organs appeared within year came metachronous another organs appeared year also found average interval another organs longer women among multiple primary colon ranked first men patients breast came first women whole colon ranked first cases fallowed breast rectum compared single gastric year survival rate multiple primary lower death occurred patients
34,Stomach_Cancer,laparoscopy assisted subtotal gastrectomy small remnant novel surgical procedure selected early gastric upper total gastrectomy proximal gastrectomy usually performed either open procedure laparoscopically treatment early gastric egc upper however quality life either total proximal gastrectomy satisfactory authors report novel surgical procedure laparoscopy assisted subtotal gastrectomy lastg small remnant preserved surgery selected egcs upper twenty three patients egc upper underwent lastg lymph node dissection mobilization transected cm proximal tumor small remnant preserved anvil inserted transorally remnant using orvil system reconstruction method roux en hemidouble stapling gastrojejunostomy circular stapler performed intracorporeally intraoperative complications conversions open surgery mean operation
35,Stomach_Cancer,disease burden chinese population abstracttext label objective nlmcategory objective analyze national provincial disease burden chinese population abstracttext abstracttext label methods nlmcategory methods data related province specific burden disease china used analyze standardized incidence mortality parameters incidence mortality disability adjusted life years daly years life lost due premature mortality yll years lived disability yld china analyzed standardized incidence mortality changing patterns province described abstracttext abstracttext label results nlmcategory results new cases cases died china figures standardized incidence mortality rate daly rate increased age standardized incidence rates men higher women times showed decreasing trend reported figures people died
36,Stomach_Cancer,abo blood groups family history factors patients approached sex age clinical feature clinico epidemiological approach considering sex age abo blood group family history data examined patients results obtained follows group patients two families among parents sibs percentage patients blood group significantly higher percentage group control people sex age differences former considered rate blood group prevalent young male young female patients years old prevalent old female old male patients group young male patients one family percentage patients blood group significantly higher finding control findings also understood analyses sex ratio considering age group differences group young patients two
37,Stomach_Cancer,association xpg polymorphisms susceptibility chinese population unlabelled xeroderma pigmentosum group g xpg protein plays important role dna repair process cutting damaged dna terminus previous studies indicated polymorphisms xpg gene associated susceptibility performed hospital based case control study evaluate association four potentially functional xpg polymorphisms rs c rs c rs c rs g susceptibility four single nucleotide polymorphisms snps genotyped cases healthy controls logistic regression analysis conducted odds ratios ors confidence intervals cis used assess association interest studied snps xpg rs g polymorphism found significantly associate susceptibility aa versus gg ag ci p combined analysis snps revealed
38,Stomach_Cancer,epidemiology despite major decline incidence mortality several decades still fourth common second common cause death world fold variation incidence populations highest lowest risk incidence particularly high east asia eastern europe parts central south america twice high among men among women prognosis generally rather poor year relative survival countries best established risk factors helicobacter pylori infection far strongest established risk factor distal male sex family history smoking factors related diet food preservation high intake salt preserved foods dietary nitrite low intake fruit vegetables likely increase risk quantitative impact many dietary factors remains uncertain partly due limitations exposure
39,Stomach_Cancer,case control study risk factors objective study risk protective factors changshu methods population based case control study conducted changshu new cases august august matched normal population controls epi info sas used data analysis results results single factor analysis indicated salted vegetables intake recent ten years salted fish meat intake recent ten years salty flavoring irregular time meals drank thick thicker tea constrained spirit introverted disposition history gastric ulcer atrophic gastritis risk factors contrast fresh vegetables intake recent ten years optimistic character could decrease risk result multiple conditional logistic regression analysis showed history gastric ulcer atrophic gastritis
40,Stomach_Cancer,incidence rates turkey detailed registry based estimation purpose purpose study provide detailed report incidence turkey relatively large country population million present estimates burden turkey calculated using data eight population based registries set selected provinces representative sociodemographic patterns regions methods calculated age specific age adjusted incidence rates aair world standard population registries separately assigned weighting coefficient registry proportional population size region registry represents results pooled total males females aairs per men women sites excluding non melanoma skin aair per men highest lung followed prostate bladder colo rectal among women rate per highest breast followed colorectal thyroid lung
41,Stomach_Cancer,clinicopathologic significance k ras gene codon point mutation analysis cases background frequency clinicopathologic significance k ras gene point mutation remain defined methods authors investigated frequency k ras codon point mutations using sensitive polymerase chain reaction pcr based method samples correlated findings various clinicopathologic characteristics patients results overall frequency k ras codon point mutations dna sequencing nine cases k ras codon point mutations identified seven cases single base substitution ggt agt glycine serine two single base substitution ggt agt aspartic acid tumors located upper third significantly higher frequency k ras codon mutations compared tumors located middle lower
42,Stomach_Cancer,lung smoking status among coal miners preliminary test hypothesis paper presents empirical test hypothesis meyer et al propose inhaled carcinogens risk lung occurring persons nonimpaired lungs lung occurring persons impaired lungs based upon case referent study comparing white male coal miners died united states age matched miners died lung reference miners died noncancer nonaccident causes present study failed confirm meyer hypothesis data suggest reverse relationship postulated namely airway obstruction may precondition normal pulmonary function precondition lung different dust agents found involved different sites coal miners airway obstruction greater years coal mine dust exposure found pose slightly
43,Stomach_Cancer,despite decline incidence developed countries gastric second digestive france remains second cause related deaths world gastritis induced h pylori infection food regimen frequent precancerous gastric factors however definite clinical evidence benefit eradication risk waiting effective anti h pylorivaccine h pylori eradicated selected patients highest risk stake develop inexpensive tests identification individuals high risk depending genotypic polymorphisms bacterium host endoscopic diagnosis currently made advanced stage related non specific late symptoms prognosis remains poor years overall survival rate less surgical resection lymphadenectomy gold standard curative treatment adjuvant therapy chemoradiotherapy considered patients high risk recurrence gastric considered chemotherapy sensitive
44,Stomach_Cancer,epidemiological research progress last ten years paper progress epidemiological research reviewed respect regional variation etiology formation carcinogens evaluation cohort case control studies revealed consistently inverse relationship risk raw vegetables fruit wholemeal bread consumption vitamin c carotene intake milk cooked vegetables vitamins e consistently found related risk positive associations increasing consumption risk occasionally found processed particularly prepared meat fish nitrite dietary nitrate intake appear related risk studies latter observation also supported metabolic studies high low risk areas consistently among studies increased risk also found later availability refrigeration facilities household non centralized water supply especially well water high
45,Stomach_Cancer,incidence mortality survival rate korean elderly pharmacoepidemiologic cohort kepec purpose study conducted estimate incidence mortality survival rate elderly people korea materials methods source population korean elderly phamacoepidemiologic cohort kepec years age older living busan metropolitan city gyeongsangnam province korea subcohort persons without identified enrolling kepec incidence cases detected three different sources medical claims database korea medical insurance corporation kmic korea central registry kccr busan registry bcr hospital survey abstracting relevant information confirm final diagnosis potential cases medical claims database conducted medical oncologist reviewed data confirm final diagnoses date onset mortality cases due detected mortality database national
46,Stomach_Cancer,socioeconomic status incidence men results netherlands study objective study association socioeconomic status ses incidence cardia non cardia role lifestyle fac tors explaining association design prospective cohort study diet started data collected means self administered questionnaire setting population originating municipalities netherlands participants men aged years years follow incident cases de tected cardia non cardia cases main results conclusions ad justment age lower overall risk found men highest attained level education rr highestaowest level ci trend p association came less strong additional adjust ment smoking intake vitamin c p carotene alcohol coffee family tory history disorders rr ci
47,Stomach_Cancer,expression cdk effect cdk inhibitor pd function cells abstracttext label objective nlmcategory unassigned study expression prognostic value cdk function cdk inhibitor pd proliferation cells abstracttext abstracttext label methods nlmcategory unassigned immunohistochemistry used detect expression cdk tissues adjacent normal tissues analyze effect cdk clinicopathological parameters patients kaplan meier plotter employed study relationship cdk overall survival western blot rt pcr used detect protein gene expression cdk different cells effects cdk inhibitor pd apoptosis aging cells detected flow cytometry galactosidase aging staining assay effects cdk inhibitor pd invasion migration cells explored wound healing experiment transwell experiment supernatant cells collected
48,Stomach_Cancer,lifetime alcohol intake risk pooled analysis two prospective cohort studies abstract background alcohol consumption causally linked several sites evidence still inconclusive aimed quantify association alcohol intake risk including subtypes methods pooled data two cohort studies including individuals enrolled european prospective investigation australians enrolled melbourne collaborative cohort study adjusted hazard ratios hr confidence intervals ci incident estimated using cox regression results incident diagnosed person years alcohol intake associated overall risk observed weak positive dose response association lifetime intake non cardia hr ci per g day increment common type cases weak inverse association cardia hr ci phomogeneity associations
49,Stomach_Cancer,abstract hypoxia responsive hif regulated aaa atpase atad shows high oncogenic potential jats title abstract jats title jats p burden incidence death global challenge treating remains immensely difficult due lack available markers detect disease early stages therefore immense demand finding early detection biomarker recently atad found overexpressed high prognostic significance recognised promising biomarker atad unique testis antigen cta belongs aaa atpase bromodomain family proteins however nothing much known mechanism atad mediated carcinogenesis using bioinformatics analyses well studies cells biopsy tissue samples address regulation function atad expression show atad overexpressed common intestinal type adenocarcinoma enhanced expression atad
50,Stomach_Cancer,lymph node metastasis gastric upper third surgical treatment basis anatomical distribution positive node background aims little known appropriate surgical procedure gastric upper third objective study determine appropriate surgical treatment gastric upper third methodology clinicopathological characteristics node positive gastric upper third reviewed retrospectively compared node negative gastric upper third results node positive gastric showed higher rates peritoneal metastasis p larger tumor sizes p deeper tumor penetration p higher rates diffuse type histology p advanced histological stages p node negative gastric patients node positive gastric demonstrated poorer survival rate node negative gastric p lymph node metastasis along lower
51,Stomach_Cancer,role cd v mmp invasiveness metastasis potential objective outline significances cd v mmp expressed effect metastasis invasiveness methods immunohistochemical p method used detect expression cd v mmp samples operation results cases tissues cases expressed cd v positively cases expressed mmp positively correlated growth ways invasive depth without lymph node metastasis tnm staging p expression mmp diffuse type higher intestinal type p five year survival rate patients expression mmp lower without expression mmp p cd v mmp patients positive correlation progression incidence lymph node metastasis higher patients higher expression cd v mmp one positive expression without expression
52,Stomach_Cancer,various age groups japan detected gastric mass survey abstract order determine characteristics elderly statistical analyses made cases found gastric mass survey group cases found among persons age observed years group group average annual incidence per persons age death rate age increased age advanced average annual incidence percent years almost changes detection rate group death rate per persons examined group significantly lower non examined group especially persons however differences death rate persons beyond rate surgical resection incidence early lower elderly year relative survival rate poor thus clinical characteristics elderly include following aspects mass surveys incidence highest elderly
53,Stomach_Cancer,abstract ethnic immigrant disparities mortality united states background leading cause death united states globally previous research shown significant ethnic immigrant disparities mortality immigrants certain ethnic minority groups asian pacific islanders apis hispanics blacks african americans experiencing increased risks diagnosis mortality analyses however focused broad racial ethnic groups disparities mortality among api hispanic immigrant subgroups well analyzed study examines temporal trends patterns mortality among major ethnic immigrant groups us methods using national mortality database computed age adjusted mortality rates overall nativity immigrant groups broad racial ethnic groups mortality rates relative risks computed detailed ethnic immigrant groups time
54,Stomach_Cancer,comparison ranking mortality rates various populations rsa age adjusted mortality rates mrs four population groups rsa age range years different types compared ranked lung highest mrs white indian coloured males white males lung ranked st mr twice high indian coloured males ranked st lung nd mr lung coloured males little higher white males black males oesophageal ranked st liver nd white females breast ranked st lung nd coloured females cervix ranked st followed breast black females oesophagus liver ranked nd rd cervix indian females rank order st breast nd cervical rd rectum bladder low rank order
55,Stomach_Cancer,identification valid reference genes gene expression studies human reverse transcription qpcr reverse transcription quantitative real time polymerase chain reaction rt qpcr powerful method analysis gene expression target gene expression levels usually normalized consistently expressed reference gene also known internal standard sample however much effort expended thus far search reference genes suitable study using rt qpcr although selection optimal reference genes critical interpretation results assessed suitability six possible reference genes beta actin actb glyceraldehydes phosphate dehydrogenase gapdh hypoxanthine phosphoribosyl transferase hprt beta microglobulin b ribosomal subunit l rpl ribosomal rna rrna normal tumor tissue pairs patients cell
56,Stomach_Cancer,spatial analysis incidence iran fourth common second leading cause related death world common parts iran geographic variation incidence due many different factors aim study assess geographical spatial distribution iran using data registry program iran year reported incidences different provinces standardized world population structure arcgis software used analyse data hot spots high risk areas determined using spatial analysis getis ord gi hot cold spots determined less standard deviations national average respectively significance level used statistical judgment total cases reported men women standardized incidence rates respectively per population results showed concentrated mainly northwest country men women women northwest
57,Stomach_Cancer,dietary habits gastro intestinal comparative case control study large intestinal nagoya japan simultaneous case control study colo rectal involving cases cases colo rectal controls conducted using common questionnaire aichi center hospital fondness salty tastes especially salted foods pickled hakusai vegetable dried salted fishes typical traditional japanese foods showed significantly positive association relative risk rr p less hand habit eating western style breakfast particularly years made significant contribution risk colon rr p less conversely decreased risk rr significant ns rectal rr ns study relatively frequent intakes times week vegetables e pumpkin green pepper onion cabbage showed high
58,Stomach_Cancer,significant factors gastric carcinogenesis revealed experimental animal models pathological molecular biochemical analyses experimental animal models important solutions human disorders including induced experimentally n methyl n nitro n nitrosoguanidine mnng n methyl n nitrosourea mnu rats mice helicobacter pylori h pylori one important factor human disorders h pylori infected chemical carcinogen treated mongolian gerbil mg thus proved useful analysis human carcinogenesis intestinal metaplasia important precancerous lesion paracancerous cord studies clonality phenotypic expression intestinal metaplastic cell pepsinogen altered pyloric glands regarded common change rodents acting precursor variety adenocarcinoma types results analyses mg model h pylori strong promoter gastric
59,Stomach_Cancer,rare mutations p ki ras beta catenin genes absence k sam c erbb amplification n methyl n nitro n nitrosoguanidine induced rat rat induced n methyl n nitro n nitrosoguanidine mnng widely used model human differentiated type however little information regarding molecular basis study examined genetic alterations reported human rat induced male aci n rats administering mnng drinking water one mutation p gene second position codon valglu however none mutations codons ki ras n terminal phosphorylation sites catenin gene southern blot analysis showed amplification k sam c erbb seven examined finally searched microsatellite alterations loci nine
60,Stomach_Cancer,geographical distribution related heavy metals kurdistan iran aims aim study investigate geographical pattern probable link heavy metal concentration high risk area kurdistan iran materials methods descriptive analytical study analyzed deaths due period data collected health deputy kurdistan province spatial distribution map prepared using geographic information system software finally distribution map heavy metals could related provided results spatial distribution maps mortality shows highest mortality rate identified divandareh bijar saghez cites cities shown high concentration heavy metals overlaying map via distribution heavy metals mineral deposits shows lead arsenic antimony concentration city higher density lead conclusions study showed death
