序号,label,cleaned_text
18,0,african americans aa high risk crc studies report increasein crc risk physical inactivity obesity metabolic syndrome activation wntcatenin ctnnb signaling pathway plays critical role carcinogenesis accumulating evidence also indicates role ofwntctnnb signaling obesity metabolic diseasesaim examine association obesity catenin expression lesions african americansmethods reviewed pathology records specimens crcs advanced adenomas normal tissues tissue microarrays tma constructed samplesimmunohistochemistry ihc ctnnb catenin clone catenin performed constructed tmasthe ihc results evaluated pathologists nuclear intensity staining scored bmisex age location lesion demographic data obtainedresults positive nuclear staining normal advanced adenoma crc respectively p crc asso ciated positive status
19,0,vibrio cholerae oxidasepositive bacteria classified various serotypes based osurface antigen v cholerae serotypes divided two main groups group nono nono group v cholerae related cholera infection whereas nono nono v choleraenovc cause choleralike diarrhea pubmed search revealed cases necrotizing fasciitis causedby novc recorded scientific literature date report case japanese woman whodeveloped necrotizing fasciitis caused novc traveling taiwan returning japancase presentation yearold woman visited hospital experienced left knee pain thepast days history stage iv n received chemotherapy hadvisited taiwan days previously received massage diagnosed septic shock owingto necrotizing fasciitis underwent fasciotomy received intensive care recovered septic shockhowever weeks required
20,0,mutations exonuclease domain pole dna polymerase associated dna replicationand repair lead ultrahigh mutation rates studies focus intestinal uterine withpole mutations exhibit significant immune cell infiltrate favorable prognosis questionedwhether loss function dna polymerases cooperate pole generate ultramutatorphenotypemethods used cases data types genome atlas investigate mutationfrequencies different dna polymerases tested whether mutation burden patient outcomediseasefree survival immune cell infiltration measured estimate attributed mutations polqand polzrev lresults thirty six percent stomach endometrial pole mutations carried additionalmutations polq eq polzrev l ez dna polymerases ezq mutation burden thesetumors significantly greater compared poleonly e mutant tumors p
21,0,pathogenic axin variants cause absence permanent teeth hypodontia sparse hair eyebrows ectodermal dysplasia gastrointestinal inheritance autosomal dominant withvariable penetrance twenty five patients reported five families mayo clinic pilot programtested newly diagnosed patients pathogenic germline variants hereditary genesincluding axin found one patient pathogenic axin variantcase presentation proband yearold female came otolaryngology clinic complaining ofrightsided nasal obstruction biopsy identified nasal polyp revealed olfactory neuroblastomaesthesioneuroblastoma surgical resection gross total resection followed radiation therapy thepatient enrolled clinical pilot genetic testing pathogenic variant axin c del pleu phefs nm found seen medical genetics clinic found personal history ofhypodontia eyebrows hair
22,0,apolipoprotein l apol trypanosome lytic factor present human certain primatesapol gene variants present individuals recent subsaharan african descent increase risk glomerulardisease associate disease progression molecular mechanisms definedobjectives focus mechanism apol variant proteins enhance podocyte injury stressedkidneymethods first investigated expression apol protein isoform localization apol protein inthe kidney next examined role apol podocyte stress inflammatory signaling thekidney heminephrectomyresults identified novel rna variant lacks secretory pathway signal sequence found thepredicted apol b protein isoform expressed human podocytes vivo bacapol transgenicmice apol b g transgenic mice carrying renal risk variant manifested podocyte injury increased proil mrna isolated glomeruli increased il production remnant kidney
23,0,mutations wilms gene cause spectrum podocytopathy ranging diffusemesangial sclerosis focal segmental glomerulosclerosis considerable fraction patients wilms mutations distinctive histology immunecomplextype glomerulonephritis reported however theclinical relevance etiologic mechanisms remain unknowncase presentation yearold child presented steroidresistant nephrotic range proteinuria initial renalbiopsy revealed predominant diffuse mesangial proliferation doublecontour coexisting milder changesof focal segmental glomerulosclerosis immunofluorescence electron microscopy revealed fullhousepatterndeposition immune complexes subendothelial paramesangial areas serial biopsies years ofage revealed remarkable changes focal segmental glomerulosclerosis developed top theinitial proliferative glomerulonephritis identification de novo wilms splice donorsite mutation intron nm c c xygonadal dysgenesis led diagnosis frasier syndromes findings together others point
24,0,encounter patients present neck mass nephrotic syndrome bothmalignancy kimura disease need evaluated therapeutic strategies differ vastly themcase presentation present case yearold male patient neck mass nephrotic syndromethe presence eosinophilia elevated immunoglobulin e levels concerning kimura diseasewhich allergic syndrome defined eosinophilic granulomas neck soft tissue along peripheraleosinophilia eventual final diagnosis however sclerosing mucoepidermoid parotid glandwith eosinophilia membranous nephropathy following surgical resection mass nephroticsyndrome completely resolved detailed histopathological assessments parotid gland renal tissue key aspects ofthe diagnosis management exclude kimura diseasekeywords membranous nephropathy nephrotic syndrome sclerosing mucoepidermoid eosinophilia membranous nephropathy occur setting ofmalignant tumors often recovers following definitivetreatment sclerosing
25,0,centers medicare medicaid services cms created new reimbursement model bundled payment care improvement bpci reimburses providers predetermined payment advanceto cover possible services rendered within certain time window chordoma chondrosarcoma locallyaggressive primary bony tumors treatment includes surgical resection radiotherapy substantialrisk recurrence necessitates monitoring treatment assessed feasibility bpcimodel neurosurgical diseasesmethods selected patients chordomachondrosarcoma inpatient admission table using theinternational classification disease th icd th icd revision codes collected patients demographics insurance type index hospitalization recorded following outcomes length staytotal payment discharge disposition complications index hospitalization postdischarge collectedthe days months inpatient admission outpatient service medication refills continuous variableswere summarized means standard deviations median
26,0,medical practice variation caesarean section rates studied type practice variation inthe field obstetrics gynaecology resulted increased homogeneity treatment betweengeographic areas healthcare providers study aim evaluate whether current study designs medicalpractice variation caesarean section rates optimized identify unwarranted share practice variationand could contribute reduction unwarranted practice variation meeting criteria audit feedbackmethods searched pubmed embase ebscocinahl wileycochrane library inception march th studies compared rate caesarean sections individuals institutions geographicareas included study design assessed selection procedure study population data source casemixcorrection patient preference aggregation level analysis maternal neonatal outcome determinantsprofessional anizational characteristicsresults total studies included studies measured caesarean section rate entirestudy population instead
27,0,influence anastomotic leakage al local recurrence rates survival remainscontroversial aim study analyze effect asymptomatic anastomotic leakage aal andsymptomatic anastomotic leakage sal short longterm outcome curative resectionmethods patients underwent surgical resection nonmetastatic curative intent fromjanuary december retrospectively analyzed shortterm morbidity longterm functional andoncological outcomes compared patients sal aal without al walresults overall patients included al observed patients aal sal amedian followup months location preoperative neoadjuvant treatment similar betweenthe three groups postoperative day mortality rate nil permanent stoma rate higher patients withsal aal compared wal patients vs p mean wexner continence grading scalewas significantly
28,0,patients undergone radical cystectomy urinary bladder sufficientlyphysically active therefore may suffer complications leading readmissions physical rehabilitationprogramme early postoperatively might prevent least alleviate potential complications improvephysical function main aim canmore trial evaluate impact standardised individuallyadapted exercise intervention primary health care improve physical function primary outcome habitualphysical activity healthrelated quality life fatigue psychological wellbeing readmissions due tocomplications patients undergoing roboticassisted radical cystectomy urinary bladder cancermethods total patients included assigned either intervention control arm study allpatients receive preoperative information importance early mobilisation hospital staythey follow standard protocol enhanced mobilisation intervention group given referral aphysiotherapist primary health care close home within third week
29,0,nlr plr lmr associated pancreatic ductal pdac survivalprognostic value optimal cutpoints evaluated identify underlying significance surgical pdac patientsmethods nlr plr lmr preoperative values available pdac patients underwent resectionbetween os rfs survival probability estimates calculated univariate multivariable andkaplanmeier analyses continuous dichotomized ratio analysis determined bestfit cutpoints assessed ratiocomponents determine primary driversresults elevated nlr plr decreased lmr represented cohort respectively osp rfs p significantly decreased resected pdac patients nlr compared thosewith nlr optimal prognostic os rfs cutpoints nlr plr lmr respectivelylymphocytes alone primary prognostic driver nlr demonstrating identical survival nlrs nlr significant predictor os rfs lymphocytes alone primary driver weidentified optimal
30,0,microenvironment tme plays important role tumors study aimed toinvestigate effect tme related genes osteosarcoma patientsmethods gene expression profiles clinical data osteosarcoma patients downloaded targetdataset estimate algorithm used quantify immune score association immune scoreand prognosis studied afterward differential analysis performed based high lowimmunescores determine tmerelated genes additionally cox analyses performed construct two prognosticsignatures overall survival os diseasefree survival dfs respectively two datasets obtained geodatabase used validate signaturesresults eightyfive patients included research survival analysis indicated patients higherimmune score favorable os dfs moreover genes determined tmerelated genes theunsupervised clustering analysis revealed two clusters significantly related immune score cells cd memory fraction
31,0,estimated around patients early stage benefit adjuvantchemotherapy currently capable upfront selection patients benefit chemotherapywhich indicates need additional predictive markers response chemotherapyit shown consensus molecular subtypes cmss defined rnaprofiling prognostic andorpredictive value due postoperative timing chemotherapy current guidelines response tochemotherapy per cms known makes differentiation prognostic predictive valueimpossible therefore propose assess response per cms neoadjuvant chemotherapy settingthis provide us clear data predictive value chemotherapy response cmsscontinued next page correspondence jpmedemaamsterdamumcnljhjm van krieken jnm ijzermans jp medema koopman havejoint last authorship laboratory experimental oncology radiobiology center forexperimental molecular medicine center amsterdamamsterdam umc university amsterdam meibergdreef azamsterdam netherlands
32,0,accurate detection patients minimal residual disease mrd surgery stage ii coloncancer cc remains urgent unmet clinical need improve selection patients might benefit formadjuvant chemotherapy act presence circulating dna ctdna indicative mrd highpredictive value recurrent disease medocccreate trial investigates many stage ii cc patients withdetectable ctdna surgery accept act whether act reduces risk recurrence patientsmethodsdesign medocccreate follows trial within cohorts twics design patients cancercrc included prospective dutch cohort plcrc give informed consent forcollection clinical data tissue blood samples consent future randomization medocccreate asubcohort within plcrc consisting stage ii cc patients without indication act according currentguidelines randomized experimental
33,0,curcumin herbal compound shown anticancer effects preclinical andclinical studies anticancer effects curcumin include inhibiting carcinogenesis inhibiting angiogenesisand inhibiting growth study aims determine clinical effects curcumin different types ofcancers using systematic review approachmethods systematic review methodology adopted undertaking detailed analysis effects curcuminin therapy results presented paper outcome extracting findings studiesselected published international databases including sid magiran iranmedex irandoc googlescholar sciencedirect scopus pubmed web science isi databases thoroughly searched andthe relevant publications selected based plausible keywords accordance study aims asfollows prevalence curcumin clinical features cancerresults results derived based several clinical studies curcumin consumption chemotherapydrugs highlighting curcumin increases effectiveness chemotherapy radiotherapy
34,0,trophoblast cell surface antigen trop overexpressed many squamous cell carcinomas andpromotes development invasion association trop expression occurrence anddevelopment oral squamous cell oscc remains understoodmethods investigated role trop oscc patients using combination biophysical approaches atotal oscc patient specimens varying degrees differentiation subjected hematoxylin andeosin staining immunohistochemistry kaplanmeier survival curve analysis atomic force microscopy analyzetrop expression morphology mechanical properties oscc tissuesresults trop overexpressed poorly differentiated oscc samples high levels trop wereassociated survival rate lower patient age odds ratio p confidence interval ci size p ci tnm stageor p ci average surface roughness low medium highly differentiatedoscc tissues nm respectively
35,0,leukotriene receptor antagonists ltras broadly used management allergic asthmaand recently indicated inhibit carcinogenesis cell growth crcchemoprevention studies occurrence adenoma crc generally set trial endpoint althoughthe occurrence rate crc confident endpoint inappropriate chemoprevention studies becausecrc incidence rate low general population needed longterm monitoring aberrant crypt fociacf defined lesions containing crypts larger diameter darker methylene blue staining thannormal crypts regarded fine surrogate biomarker crc therefore prospective study designedto explore chemopreventive effect ltra acf formation safety medicine patientsscheduled poly resection pilot trial leading crc chemoprevention trialmethods study nonrandomized openlabel controlled trial patients acf polypsscheduled polypectomy participants meet inclusion
36,0,gastric neoplasms containing neuroendocrine nec components rare malignancieswith highly aggressive behavior poor prognosis include pure nec mixed tumors containing neccomponents aimed investigate whether distinct difference overall survival os gastricneoplasms containing nec components gastric adenocarcinomamethods surgically resected gastric neoplasms containing nec components n gastricadenocarcinomas n january december peking university hospital wereretrospectively analysed patients categorized surgical group neoadjuvant group adjustedusing propensity score matching two groups gastric neoplasms containing nec components dividedinto pure nec mixed tumors less ghminen ghminen andmore ghminen neuroendocrine components os compared thesegroups gastric groupresults os gastric neoplasms containing neuroendocrine nec components poorer gastricadenocarcinomas surgical group
37,0,ampactivated protein kinase ampk evolutionarily conserved regulator cellular energyhomeostasis nexus transducing metabolic signals ampk cooperates energysensing pathwaysto modulate cellular responses metabolic stressors metabolic reprogramming hallmark cancerthe utility agents targeting ampk received continued scrutiny results demonstrated conflictingeffects ampk activation tumorigenesis harnessing multiomics datasets human tumors seek toevaluate seemingly pleiotropic tissuespecific dependencies ampk signaling dysregulationmethods interrogated copy number variation differential transcript expression ampk pathway genesacross diverse involving patients cox proportional hazards regression receiver operatingcharacteristic analyses used evaluate prognostic significance ampk dysregulation patientoutcomesresults total seven ampk pathway genes identified loss gainoffunction featuresthese genes exhibited tissuetype dependencies survival outcomes glioma patients influencedby ampk
38,0,empirical dietary index hyperinsulinemia edih score validated foodbased dietary scorethat assesses ability wholefood diets predict plasma cpeptide concentrations although edih hasbeen extensively applied found predictive risk developing major chronic diseases influence oncancer survival evaluated applied edih score large cohort patients toassess insulinemic potential dietary patterns diagnosis determine influence survivaloutcomesmethods calculated edih scores assess insulinemic potential postdiagnosis dietary patterns andexamined survival outcomes sample stage iiii patients nurses health studyand health professionals followup study cohorts multivariableadjusted cox regression applied computehazard ratios hr confidence intervals ci cancerspecific mortality allcause mortalitywe also examined influence change diet pre postdiagnosis period
39,0,recently copy number alteration cna p demonstrated diffuse large bcelllymphoma dlbcl gene expression mutation profiles similar primary mediastinallarge bcell lymphoma pmbcl however cnabased profile clinical impact still remain unclearmethods multiplex ligationdependent probe amplification employed investigate prevalence jak pdl amplification dlbcl cnabased pattern driver genes clinical outcome characteristicswere also analyzedresults using unsupervised hierarchical clustering small group dlbcl clustered togetherwith pmbcl cluster demonstrating amplification jak pdl subgroups ofdlbcl demonstrated significant higher expression pdl myd l p mutationp andthey exhibited dismal os pfs compared dlbcl othersp respectively issimilar dlbcl myd l p mutations dlbcl amplification jak pdl exhibits cna pattern similar pmbcl anddemonstrates
40,0,incidence thyroid increasing world studies suggestedthat change adipokines expression induce thyroid however studies come theopposite therefore studied relationship adipokines thyroid carcinomamethods databases pubmed cochrane library sinomed cnki wanfang clinical trial registries weresearched metaanalysis performed fixed randomeffects model calculate values forheterogeneity analysisresults twentynine finally included analysis level serum necrosis factoralpha tnf standardized mean difference smd confidence interval ci p ratio tnf immunoreactivity tissues odds ratios ci p thyroid significantly higher control serum interleukin il patients withthyroid higher control smd ci p nosignificant difference ratio il immunoreactivity tissues control ci p ratio leptin immunoreactivity tissues significantly
41,0,improve postoperative prognosis patients lung predicting recurrence highrisk patients needed efficient application adjuvant chemotherapy however predicting lung cancerrecurrence radical surgery difficult even conventional histopathological prognostic factors thereby anovel predictor identified lipid metabolism alterations known contribute progressionwe hypothesized lung adenocarcinomas high recurrence risk contain candidate lipid predictors studyaimed identify candidate lipid predictors recurrence lung radical surgerymethods frozen tissue samples primary lung obtained patients underwent radicalsurgery retrospectively reviewed recurrent nonrecurrent cases assigned recurrent n andnonrecurrent n groups respectively extracted lipids frozen tissue samples subjected liquidchromatographytandem mass spectrometry analysis average total lipid levels nonrecurrent andrecurrent groups compared candidate predictors
42,0,clinical trials conducted clarify beneficial effects vd dihydroxy vitamind also known calcitriol treatment prostate however molecular mechanisms underlying theseeffects fully understood recent studies igfbp indicated intracellular functions cell growthand apoptosis aim study confirm benefits lowdose vd treatment clarify themolecular mechanisms underlying beneficial effects prostate cellsmethods molecular effects simultaneous treatment lncap cells genetically modified cell lineswith low concentration docetaxel vd biologically biochemically analyzed determinethe effects vd treatment igfbp induction system cells temporarily treated vd combinationwith transcriptional inhibitor protein synthesis inhibitor bcl protein mrna behavior also observed inigfbp expressionmodified lncap cells determine involvement igfbp suppression bcl vd treatmentresults changes igfbp
43,0,microwave ablation mwa widely used treat unresectable primary secondary malignanciesof liver limited number studies indicate ablation cause necrosis situ site butalso immunoreaction whole body study aimed investigate effects mwa cytokines inpatients underwent mwa hepatic malignancymethods patients admitted oncology department first affiliated hospital soochow universitybetween june february selected peripheral blood collected patients hepaticmalignancy treated mwa levels cytokines il ifn tnf il p il p il il il il vascular endothelial growth factor vegf detected milliplex map kit comparison times wereas follows ablation h ablation days ablation days ablation data analyzedusing paired sample ttests spearman correlation analysisresults total patients hepatic malignancies assessed
44,0,diagnostic gold standard hirschsprung disease hd based histopathological assessmentof biopsies although data cholinergic innervation ganglion cell gc distribution exist studieshave examined two key features together assessed pattern cholinergic innervation amount ofgcs specimens hd patientsmethods established semiquantitative score cholinergic innervation using acetylcholinesterase ache enzymehistochemistry quantitatively analyzed number gcs via nadh tetrazolium reductase nadh enzymehistochemistry examined entire length resected specimens well defined areas transitionzone pathological healthy appearing segmentresults high ache score values associated absence gcs ache scores inversely correlated withthe number gcs nevertheless observed several cases one two features revealed normaldistribution pattern whereas still displayed pathological featuress data support need
45,0,national economies increasingly facing challenge finance prevention andtreatment human diseases compensate resulting loss economic production physicalinactivity demonstrably closely related risk developing certain disease group physical inactivity results indirect indirect burdens present study intends quantify hungary period methods based data hungarian public finances study determines direct indirect costsincurred hungary due illnesses par method quantifies financial burden physicalinactivity incurred hungarian treasuryresults total financial burden illnesses hungary showed decreasing tendency eventhough year saw increase costs compared similarly total public expenditure illnessesassociated physical inactivity increased compared total amount attributable medicalconditions stemming physical inactivity still showed decrease billion huf overall period biggesteconomic burden posed cardiovascular
46,0,ovarian silent largely asymptomatic leading late diagnosis worseprognosis latestage detection low survival rates makes study spacetime evolution ovariancancer particularly relevant addition research small areas like provinces counties still scarcemethods study presented covers ovarian deaths women years age provincesof spain period spatiotemporal models fitted smooth ovarian mortalityrates age groups borrowing information spatial temporal neighboursmodel fitting inference carried using integrated nested laplace approximation inla techniqueresults large differences ovarian mortality among age groups found higher mortalityrates older age groups striking differences observed northern southern spain globaltemporal trends age group reveal evolution ovarian whole spain remainednearly constant
47,0,levels physical activity change throughout year however little known extentactivity levels vary based accelerometer determined sedentary physicallyactive time aim thislongitudinal study examine older adults activity changes nonsnowfall season subsequentsnowfall season consideration codependence domains time usemethods participants older japanese adults women aged years living rural area ofheavy snowfall valid accelerometer active style pro hja c data nonsnowfall snowfallseasons activity classified sedentary behavior sb lightintensity pa lpa moderatetovigorous pamvpa compositional changes nonsnowfall snowfall season analyzed using aitchison sperturbation method ratios component composition sbsnowsbnonsnow lpasnowlpanonsnow mvpasnowmvpanonsnow seasonal changes calculated divided thesum ratiosresults men percentages time spent activity nonsnowfallsnowfall seasons sb lpa mvpa corresponded
48,0,child maltreatment leads enormous adverse short longterm health outcomes aim ofthis study estimate burden disease cost illness attributable child maltreatment japanmethods incidencebased topdown cost illness analysis conducted estimate medical costs andburden disease attributable child maltreatment based societal perspective assessment includedshortterm longterm medical costs burden disease measured disabilityadjusted life years dalysthat generates mortality morbidities based several national surveys systematic review consideredthe main types child maltreatment exposure incidence obtained literature reviewbased population attributable fractions pafs burden disease physical mental health consequencesattributable child maltreatment estimated dalys converted monetary value lifetimeeconomic burden finally estimated combining medical costs subject sensitivity analysisresults lifetime disease burden expressed
