序号,label,cleaned_text,label_encoded
11,Colon_Cancer,annual meeting european associationfor study diabetes september sindex oral presentationsop diabetes complications new insights cutting edge epidemiologyop news insulin secretion frontop insulin sensitivity biomarkersop central actions diabetesop glucoselowering therapies liverop uncomplicating pathogenesis diabetes complications inhumansop smoke water bat still hotop charting human beta cell failure type diabetesop novel agents type diabetesop developing better insulinsop diagnostics endstage diabetic kidney diseaseop nafld liverop diabetic retinopathy see newop taking long view diabetesop pregnancy diabetes prediction outcomesop signals networks beta cell failureop broken,0
12,Colon_Cancer,high throughput methods biological biomedical fields acquire alarge number molecular parameters omics data single experimentcombining omics data significantly increase capability recoveringfinetuned structures reducing effects experimental biological noise indataresultsfhclust identifying patient subgroups different omics information eg geneexpression mirna expression methylation particular hierarchical structures patientdata obtained omic view finally topologies merged byconsensus matrix one main aspects methodology use ameasure dissimilarity sets observations using appropriate metricfor view dendrogram obtained using hierarchical clustering based afuzzy equivalence relation ukasiewicz valued fuzzy similarity finally consensusmatrix,0
13,Colon_Cancer,among eukaryotic anisms alternative splicing important process generate multipletranscripts one precursor messenger rna greatly increase transcriptome proteome diversitythis process carried superprotein complex defined spliceosome specifically splicing factor branchpoint binding protein sf bbp single protein bind intronic branchpoint sequence bpsconnecting splice site binding complexes early spliceosome assembly molecular functionof protein extensively investigated yeast metazoa mammals however counterpart inplants seldomly reportedresults end conducted systematic characterization sf gene family across plant lineages inthis work total sequences plant species identified phylogenetic relationships thesesequences,0
14,Colon_Cancer,phytolaccaceae species china ornamental plants also perennial herbs areclosely related human health however largescale fulllength cdna sequencing reference genevalidation phytolaccaceae members still lacking therefore singlemolecule realtime sequencing technologywas employed generate fulllength transcriptome invasive phytolacca americana noninvasive exotic picosandra based transcriptome data rtqpcr employed evaluate gene expression stability thetwo plant species another indigenous congener p acinosaresults total gb gb clean reads p americana p icosandra generated including full length nonchimeric flnc reads respectively transcript clustering analysis flnc readsidentified consensus isoforms,0
15,Colon_Cancer,rectus sheath block rsb known attenuate postoperative pain reduce perioperative opioidconsumption thus retrospective study performed examine effects bilateral rectus sheath blockbrsb cytoreductive surgery crs combined hyperthermic intraperitoneal chemotherapy hipecmethods total patients undergoing crshipec hospital included patient information andanaesthesiarelated indicators collected electronic medical record emr system subjects weredivided following two groups g group general anaesthesia gr group rsb combined withgeneral anaesthesia patients gr group received ropivacaine brsb surgery primaryoutcomes included total amount remifentanil rocuronium total consumption dezocine aftersurgery visual analogue,0
16,Colon_Cancer,excessive perioperative fluid administration may result iatrogenic endothelial dysfunction andtissue edema transducing inflammatory markers bloodstream colloids remain longer circulationrequiring less volume reach similar hemodynamic endpoints compared crystalloids thus tested thehypothesis goaldirected colloid regimen attenuates inflammatory response compared goaldirectedcrystalloid regimemethods patients undergoing moderate highrisk open abdominal surgery randomly assigned goaldirected lactated ringer solution n hydroxyethyl starch n fluid regimen primaryoutcome perioperative levels pro antiinflammatory cytokines secondary outcome perioperativelevels white blood cell count wbc creactive protein crp procalcitonin pct lipopolysaccharidebindingprotein lbp,0
17,Colon_Cancer,inflammatory pseudotumour used describe inflammatory fibrosing tumoral processof undetermined cause may involve variety systems including lungs spleen liver lymphnodes pancreas extrahepatic bile duct potential recurrence persistent local growth report patient big mass uncertain nature behaviorcase presentation yearold woman presented week history abdominal pain fever jaundicesix months right upper quadrant pain interpreted biliary colic contrastenhancedct scan showed big mass soft tissue diffuse infiltration gallbladder displacement transversecolon hepatic flexure duodenum diagnostic distinction chronic inflammatory disease aneoplasm exploratory laparotomy required intraoperative exploration,0
18,Colon_Cancer,african americans aa high risk crc studies report increasein crc risk physical inactivity obesity metabolic syndrome activation wntcatenin ctnnb signaling pathway plays critical role carcinogenesis accumulating evidence also indicates role ofwntctnnb signaling obesity metabolic diseasesaim examine association obesity catenin expression lesions african americansmethods reviewed pathology records specimens crcs advanced adenomas normal tissues tissue microarrays tma constructed samplesimmunohistochemistry ihc ctnnb catenin clone catenin performed constructed tmasthe ihc results evaluated pathologists nuclear intensity staining scored bmisex age location lesion demographic data,0
19,Colon_Cancer,vibrio cholerae oxidasepositive bacteria classified various serotypes based osurface antigen v cholerae serotypes divided two main groups group nono nono group v cholerae related cholera infection whereas nono nono v choleraenovc cause choleralike diarrhea pubmed search revealed cases necrotizing fasciitis causedby novc recorded scientific literature date report case japanese woman whodeveloped necrotizing fasciitis caused novc traveling taiwan returning japancase presentation yearold woman visited hospital experienced left knee pain thepast days history stage iv n received chemotherapy hadvisited taiwan days,0
20,Colon_Cancer,mutations exonuclease domain pole dna polymerase associated dna replicationand repair lead ultrahigh mutation rates studies focus intestinal uterine withpole mutations exhibit significant immune cell infiltrate favorable prognosis questionedwhether loss function dna polymerases cooperate pole generate ultramutatorphenotypemethods used cases data types genome atlas investigate mutationfrequencies different dna polymerases tested whether mutation burden patient outcomediseasefree survival immune cell infiltration measured estimate attributed mutations polqand polzrev lresults thirty six percent stomach endometrial pole mutations carried additionalmutations polq eq polzrev l ez dna,0
21,Colon_Cancer,pathogenic axin variants cause absence permanent teeth hypodontia sparse hair eyebrows ectodermal dysplasia gastrointestinal inheritance autosomal dominant withvariable penetrance twenty five patients reported five families mayo clinic pilot programtested newly diagnosed patients pathogenic germline variants hereditary genesincluding axin found one patient pathogenic axin variantcase presentation proband yearold female came otolaryngology clinic complaining ofrightsided nasal obstruction biopsy identified nasal polyp revealed olfactory neuroblastomaesthesioneuroblastoma surgical resection gross total resection followed radiation therapy thepatient enrolled clinical pilot genetic testing pathogenic variant axin,0
22,Colon_Cancer,apolipoprotein l apol trypanosome lytic factor present human certain primatesapol gene variants present individuals recent subsaharan african descent increase risk glomerulardisease associate disease progression molecular mechanisms definedobjectives focus mechanism apol variant proteins enhance podocyte injury stressedkidneymethods first investigated expression apol protein isoform localization apol protein inthe kidney next examined role apol podocyte stress inflammatory signaling thekidney heminephrectomyresults identified novel rna variant lacks secretory pathway signal sequence found thepredicted apol b protein isoform expressed human podocytes vivo bacapol transgenicmice apol,0
23,Colon_Cancer,mutations wilms gene cause spectrum podocytopathy ranging diffusemesangial sclerosis focal segmental glomerulosclerosis considerable fraction patients wilms mutations distinctive histology immunecomplextype glomerulonephritis reported however theclinical relevance etiologic mechanisms remain unknowncase presentation yearold child presented steroidresistant nephrotic range proteinuria initial renalbiopsy revealed predominant diffuse mesangial proliferation doublecontour coexisting milder changesof focal segmental glomerulosclerosis immunofluorescence electron microscopy revealed fullhousepatterndeposition immune complexes subendothelial paramesangial areas serial biopsies years ofage revealed remarkable changes focal segmental glomerulosclerosis developed top theinitial proliferative glomerulonephritis identification de novo,0
24,Colon_Cancer,encounter patients present neck mass nephrotic syndrome bothmalignancy kimura disease need evaluated therapeutic strategies differ vastly themcase presentation present case yearold male patient neck mass nephrotic syndromethe presence eosinophilia elevated immunoglobulin e levels concerning kimura diseasewhich allergic syndrome defined eosinophilic granulomas neck soft tissue along peripheraleosinophilia eventual final diagnosis however sclerosing mucoepidermoid parotid glandwith eosinophilia membranous nephropathy following surgical resection mass nephroticsyndrome completely resolved detailed histopathological assessments parotid gland renal tissue key aspects ofthe diagnosis management exclude kimura diseasekeywords,0
25,Colon_Cancer,centers medicare medicaid services cms created new reimbursement model bundled payment care improvement bpci reimburses providers predetermined payment advanceto cover possible services rendered within certain time window chordoma chondrosarcoma locallyaggressive primary bony tumors treatment includes surgical resection radiotherapy substantialrisk recurrence necessitates monitoring treatment assessed feasibility bpcimodel neurosurgical diseasesmethods selected patients chordomachondrosarcoma inpatient admission table using theinternational classification disease th icd th icd revision codes collected patients demographics insurance type index hospitalization recorded following outcomes length staytotal payment discharge disposition,0
26,Colon_Cancer,medical practice variation caesarean section rates studied type practice variation inthe field obstetrics gynaecology resulted increased homogeneity treatment betweengeographic areas healthcare providers study aim evaluate whether current study designs medicalpractice variation caesarean section rates optimized identify unwarranted share practice variationand could contribute reduction unwarranted practice variation meeting criteria audit feedbackmethods searched pubmed embase ebscocinahl wileycochrane library inception march th studies compared rate caesarean sections individuals institutions geographicareas included study design assessed selection procedure study population data source casemixcorrection patient,0
27,Colon_Cancer,influence anastomotic leakage al local recurrence rates survival remainscontroversial aim study analyze effect asymptomatic anastomotic leakage aal andsymptomatic anastomotic leakage sal short longterm outcome curative resectionmethods patients underwent surgical resection nonmetastatic curative intent fromjanuary december retrospectively analyzed shortterm morbidity longterm functional andoncological outcomes compared patients sal aal without al walresults overall patients included al observed patients aal sal amedian followup months location preoperative neoadjuvant treatment similar betweenthe three groups postoperative day mortality rate nil permanent stoma rate higher patients,0
28,Colon_Cancer,patients undergone radical cystectomy urinary bladder sufficientlyphysically active therefore may suffer complications leading readmissions physical rehabilitationprogramme early postoperatively might prevent least alleviate potential complications improvephysical function main aim canmore trial evaluate impact standardised individuallyadapted exercise intervention primary health care improve physical function primary outcome habitualphysical activity healthrelated quality life fatigue psychological wellbeing readmissions due tocomplications patients undergoing roboticassisted radical cystectomy urinary bladder cancermethods total patients included assigned either intervention control arm study allpatients receive preoperative information importance early mobilisation,0
29,Colon_Cancer,nlr plr lmr associated pancreatic ductal pdac survivalprognostic value optimal cutpoints evaluated identify underlying significance surgical pdac patientsmethods nlr plr lmr preoperative values available pdac patients underwent resectionbetween os rfs survival probability estimates calculated univariate multivariable andkaplanmeier analyses continuous dichotomized ratio analysis determined bestfit cutpoints assessed ratiocomponents determine primary driversresults elevated nlr plr decreased lmr represented cohort respectively osp rfs p significantly decreased resected pdac patients nlr compared thosewith nlr optimal prognostic os rfs cutpoints nlr plr lmr respectivelylymphocytes,0
30,Colon_Cancer,microenvironment tme plays important role tumors study aimed toinvestigate effect tme related genes osteosarcoma patientsmethods gene expression profiles clinical data osteosarcoma patients downloaded targetdataset estimate algorithm used quantify immune score association immune scoreand prognosis studied afterward differential analysis performed based high lowimmunescores determine tmerelated genes additionally cox analyses performed construct two prognosticsignatures overall survival os diseasefree survival dfs respectively two datasets obtained geodatabase used validate signaturesresults eightyfive patients included research survival analysis indicated patients higherimmune score favorable os dfs,0
31,Colon_Cancer,estimated around patients early stage benefit adjuvantchemotherapy currently capable upfront selection patients benefit chemotherapywhich indicates need additional predictive markers response chemotherapyit shown consensus molecular subtypes cmss defined rnaprofiling prognostic andorpredictive value due postoperative timing chemotherapy current guidelines response tochemotherapy per cms known makes differentiation prognostic predictive valueimpossible therefore propose assess response per cms neoadjuvant chemotherapy settingthis provide us clear data predictive value chemotherapy response cmsscontinued next page correspondence jpmedemaamsterdamumcnljhjm van krieken jnm ijzermans jp medema koopman havejoint last authorship,0
32,Colon_Cancer,accurate detection patients minimal residual disease mrd surgery stage ii coloncancer cc remains urgent unmet clinical need improve selection patients might benefit formadjuvant chemotherapy act presence circulating dna ctdna indicative mrd highpredictive value recurrent disease medocccreate trial investigates many stage ii cc patients withdetectable ctdna surgery accept act whether act reduces risk recurrence patientsmethodsdesign medocccreate follows trial within cohorts twics design patients cancercrc included prospective dutch cohort plcrc give informed consent forcollection clinical data tissue blood samples consent future,0
33,Colon_Cancer,curcumin herbal compound shown anticancer effects preclinical andclinical studies anticancer effects curcumin include inhibiting carcinogenesis inhibiting angiogenesisand inhibiting growth study aims determine clinical effects curcumin different types ofcancers using systematic review approachmethods systematic review methodology adopted undertaking detailed analysis effects curcuminin therapy results presented paper outcome extracting findings studiesselected published international databases including sid magiran iranmedex irandoc googlescholar sciencedirect scopus pubmed web science isi databases thoroughly searched andthe relevant publications selected based plausible keywords accordance study aims asfollows prevalence,0
34,Colon_Cancer,trophoblast cell surface antigen trop overexpressed many squamous cell carcinomas andpromotes development invasion association trop expression occurrence anddevelopment oral squamous cell oscc remains understoodmethods investigated role trop oscc patients using combination biophysical approaches atotal oscc patient specimens varying degrees differentiation subjected hematoxylin andeosin staining immunohistochemistry kaplanmeier survival curve analysis atomic force microscopy analyzetrop expression morphology mechanical properties oscc tissuesresults trop overexpressed poorly differentiated oscc samples high levels trop wereassociated survival rate lower patient age odds ratio p confidence interval,0
35,Colon_Cancer,leukotriene receptor antagonists ltras broadly used management allergic asthmaand recently indicated inhibit carcinogenesis cell growth crcchemoprevention studies occurrence adenoma crc generally set trial endpoint althoughthe occurrence rate crc confident endpoint inappropriate chemoprevention studies becausecrc incidence rate low general population needed longterm monitoring aberrant crypt fociacf defined lesions containing crypts larger diameter darker methylene blue staining thannormal crypts regarded fine surrogate biomarker crc therefore prospective study designedto explore chemopreventive effect ltra acf formation safety medicine patientsscheduled poly resection pilot trial,0
36,Colon_Cancer,gastric neoplasms containing neuroendocrine nec components rare malignancieswith highly aggressive behavior poor prognosis include pure nec mixed tumors containing neccomponents aimed investigate whether distinct difference overall survival os gastricneoplasms containing nec components gastric adenocarcinomamethods surgically resected gastric neoplasms containing nec components n gastricadenocarcinomas n january december peking university hospital wereretrospectively analysed patients categorized surgical group neoadjuvant group adjustedusing propensity score matching two groups gastric neoplasms containing nec components dividedinto pure nec mixed tumors less ghminen ghminen andmore ghminen neuroendocrine,0
37,Colon_Cancer,ampactivated protein kinase ampk evolutionarily conserved regulator cellular energyhomeostasis nexus transducing metabolic signals ampk cooperates energysensing pathwaysto modulate cellular responses metabolic stressors metabolic reprogramming hallmark cancerthe utility agents targeting ampk received continued scrutiny results demonstrated conflictingeffects ampk activation tumorigenesis harnessing multiomics datasets human tumors seek toevaluate seemingly pleiotropic tissuespecific dependencies ampk signaling dysregulationmethods interrogated copy number variation differential transcript expression ampk pathway genesacross diverse involving patients cox proportional hazards regression receiver operatingcharacteristic analyses used evaluate prognostic significance ampk dysregulation,0
38,Colon_Cancer,empirical dietary index hyperinsulinemia edih score validated foodbased dietary scorethat assesses ability wholefood diets predict plasma cpeptide concentrations although edih hasbeen extensively applied found predictive risk developing major chronic diseases influence oncancer survival evaluated applied edih score large cohort patients toassess insulinemic potential dietary patterns diagnosis determine influence survivaloutcomesmethods calculated edih scores assess insulinemic potential postdiagnosis dietary patterns andexamined survival outcomes sample stage iiii patients nurses health studyand health professionals followup study cohorts multivariableadjusted cox regression applied computehazard ratios,0
39,Colon_Cancer,recently copy number alteration cna p demonstrated diffuse large bcelllymphoma dlbcl gene expression mutation profiles similar primary mediastinallarge bcell lymphoma pmbcl however cnabased profile clinical impact still remain unclearmethods multiplex ligationdependent probe amplification employed investigate prevalence jak pdl amplification dlbcl cnabased pattern driver genes clinical outcome characteristicswere also analyzedresults using unsupervised hierarchical clustering small group dlbcl clustered togetherwith pmbcl cluster demonstrating amplification jak pdl subgroups ofdlbcl demonstrated significant higher expression pdl myd l p mutationp andthey exhibited dismal os,0
40,Colon_Cancer,incidence thyroid increasing world studies suggestedthat change adipokines expression induce thyroid however studies come theopposite therefore studied relationship adipokines thyroid carcinomamethods databases pubmed cochrane library sinomed cnki wanfang clinical trial registries weresearched metaanalysis performed fixed randomeffects model calculate values forheterogeneity analysisresults twentynine finally included analysis level serum necrosis factoralpha tnf standardized mean difference smd confidence interval ci p ratio tnf immunoreactivity tissues odds ratios ci p thyroid significantly higher control serum interleukin il patients withthyroid higher control smd ci,0
41,Colon_Cancer,improve postoperative prognosis patients lung predicting recurrence highrisk patients needed efficient application adjuvant chemotherapy however predicting lung cancerrecurrence radical surgery difficult even conventional histopathological prognostic factors thereby anovel predictor identified lipid metabolism alterations known contribute progressionwe hypothesized lung adenocarcinomas high recurrence risk contain candidate lipid predictors studyaimed identify candidate lipid predictors recurrence lung radical surgerymethods frozen tissue samples primary lung obtained patients underwent radicalsurgery retrospectively reviewed recurrent nonrecurrent cases assigned recurrent n andnonrecurrent n groups respectively extracted lipids frozen,0
42,Colon_Cancer,clinical trials conducted clarify beneficial effects vd dihydroxy vitamind also known calcitriol treatment prostate however molecular mechanisms underlying theseeffects fully understood recent studies igfbp indicated intracellular functions cell growthand apoptosis aim study confirm benefits lowdose vd treatment clarify themolecular mechanisms underlying beneficial effects prostate cellsmethods molecular effects simultaneous treatment lncap cells genetically modified cell lineswith low concentration docetaxel vd biologically biochemically analyzed determinethe effects vd treatment igfbp induction system cells temporarily treated vd combinationwith transcriptional inhibitor protein synthesis inhibitor,0
43,Colon_Cancer,microwave ablation mwa widely used treat unresectable primary secondary malignanciesof liver limited number studies indicate ablation cause necrosis situ site butalso immunoreaction whole body study aimed investigate effects mwa cytokines inpatients underwent mwa hepatic malignancymethods patients admitted oncology department first affiliated hospital soochow universitybetween june february selected peripheral blood collected patients hepaticmalignancy treated mwa levels cytokines il ifn tnf il p il p il il il il vascular endothelial growth factor vegf detected milliplex map kit comparison times wereas,0
44,Colon_Cancer,diagnostic gold standard hirschsprung disease hd based histopathological assessmentof biopsies although data cholinergic innervation ganglion cell gc distribution exist studieshave examined two key features together assessed pattern cholinergic innervation amount ofgcs specimens hd patientsmethods established semiquantitative score cholinergic innervation using acetylcholinesterase ache enzymehistochemistry quantitatively analyzed number gcs via nadh tetrazolium reductase nadh enzymehistochemistry examined entire length resected specimens well defined areas transitionzone pathological healthy appearing segmentresults high ache score values associated absence gcs ache scores inversely correlated withthe number,0
45,Colon_Cancer,national economies increasingly facing challenge finance prevention andtreatment human diseases compensate resulting loss economic production physicalinactivity demonstrably closely related risk developing certain disease group physical inactivity results indirect indirect burdens present study intends quantify hungary period methods based data hungarian public finances study determines direct indirect costsincurred hungary due illnesses par method quantifies financial burden physicalinactivity incurred hungarian treasuryresults total financial burden illnesses hungary showed decreasing tendency eventhough year saw increase costs compared similarly total public expenditure illnessesassociated physical,0
46,Colon_Cancer,ovarian silent largely asymptomatic leading late diagnosis worseprognosis latestage detection low survival rates makes study spacetime evolution ovariancancer particularly relevant addition research small areas like provinces counties still scarcemethods study presented covers ovarian deaths women years age provincesof spain period spatiotemporal models fitted smooth ovarian mortalityrates age groups borrowing information spatial temporal neighboursmodel fitting inference carried using integrated nested laplace approximation inla techniqueresults large differences ovarian mortality among age groups found higher mortalityrates older age groups striking differences observed,0
47,Colon_Cancer,levels physical activity change throughout year however little known extentactivity levels vary based accelerometer determined sedentary physicallyactive time aim thislongitudinal study examine older adults activity changes nonsnowfall season subsequentsnowfall season consideration codependence domains time usemethods participants older japanese adults women aged years living rural area ofheavy snowfall valid accelerometer active style pro hja c data nonsnowfall snowfallseasons activity classified sedentary behavior sb lightintensity pa lpa moderatetovigorous pamvpa compositional changes nonsnowfall snowfall season analyzed using aitchison sperturbation method ratios component,0
48,Colon_Cancer,child maltreatment leads enormous adverse short longterm health outcomes aim ofthis study estimate burden disease cost illness attributable child maltreatment japanmethods incidencebased topdown cost illness analysis conducted estimate medical costs andburden disease attributable child maltreatment based societal perspective assessment includedshortterm longterm medical costs burden disease measured disabilityadjusted life years dalysthat generates mortality morbidities based several national surveys systematic review consideredthe main types child maltreatment exposure incidence obtained literature reviewbased population attributable fractions pafs burden disease physical mental health consequencesattributable,0
49,Colon_Cancer,mirnas regulate multitude cellular processes aberrant regulation linked humancancer however role mir p lung lca still largely unclear explored role ofmir p lca tumorigenesismethods cell proliferation evaluated cell counting kit colony formation assay western blot realtime pcr accordingly used detect relevant proteins mirna gene expression luciferase reporterassays used illustrate interaction mir p ptenresults demonstrate mir p overexpressed lca tissue enhances proliferative colonyformation capacity lca cell lines ncih predictive binding assays pten wasidentified direct gene target exogenous expression inhibited procancer,0
50,Colon_Cancer,bridge surgery bts using selfexpandable metallic stent sems treatment obstructivecolorectal improves patient quality life study aimed examine prognostic factors ofobstructive cancermethods analyzed stage iiiii resectable cases cur retrospectively registered january december overall patients cur obstructive evaluated ofthem underwent emergency surgery es group bts sems placement bts group wecompared surgical results prognoses two groupsresults total patients underwent endoscopic sems placement technical success andmorbidity rate primary anastomosis rates es bts p postoperativecomplication es bts p pathological findings lymphatic invasion es bts,0
51,Colon_Cancer,oral administration common way deliver drugs systemic circulation targetans orally administered drugs absorbed intestine metabolized intestine liver theearly stages drug development important predict firstpass metabolism accurately select candidatedrugs high bioavailability caco cell line derived widely used intestinalmodel assess drug membrane permeability however expression major drugmetabolizingenzymes cytochrome p cyp extremely low caco cells difficult predict intestinalmetabolism significant factor predicting oral drug bioavailability previously constructed mouseartificial chromosome vector carrying cyp cyp c cyp c cyp cyp p oxidoreductasepor cypsmac genes increased,0
52,Colon_Cancer,impact family caregiving welldocumented many studies center oninvestigating external factors socioeconomic status accessibility resources availability socialsupport primary causation caregiver wellbeing outcomes paper explores motivations drivefamily caregivers supporting family members endoflife critically examines internalappraisal processes motivations positively negatively impact wellbeingmethods study adopted interpretative phenomenological analysis ipa investigate motivations andinternal appraisal processes asian family caregivers singapore tending dying family memberqualitative dyadic interview data n drawn larger randomized controlled trial novel familydignity intervention fdi palliative care patients families sampling population consisted ofparticipants,0
53,Colon_Cancer,critical barrier improving quality endoflife eol care lack understanding themechanisms underlying variation eol treatment intensity study aims fill gap identifying anizational provider practice norms major us centers norms influence providerdecision making heuristics patient expectations eol care particularly minority patients advanced cancermethods multicenter qualitative case study six national comprehensive network nccn andnational institute nci comprehensive centers theoretically sample centers based upon nationalquality forum nqf endorsed eol quality metrics demographics ensure heterogeneity eol intensity andregion multidisciplinary team clinician nonclinician researchers conduct,0
54,Colon_Cancer,atopic dermatitis ad worldwide chronic skin disease burden public health sea buckthornsbt hippophae rhamnoides l elaeagnaceae oil traditional herbal medicine used diseasetreatment many years effects sbt oil ad mouse model induced repeated administration dinitrochlorobenzene dncb balbc mice evaluated studymethods mice divided four groups including normal control group ad model group ad modelgroup treated sbt oil mlkg ad model group treated sbt oil mlkg volume differentconcentrations sbt oil applied daily latter two groups gavage days following ad modelinduction function skin,0
55,Colon_Cancer,according chronic diseases including prevented identifyingtheir risk factors unhealthy diet smoking physical inactivity research examined effectiveness ofa theorybased educational intervention cancerrelated preventive nutritional behaviors among asample anizational staffmethods interventional study employees shahid beheshti university medical sciences wererandomly divided two groups intervention control cluster sampling data gathering tool aresearchermade questionnaire containing two parts dimensional information health belief modelconstructs educational intervention conducted month four sessions form classroomlecture pamphlet educational text messages via mobile phones educational pamphlets officeautomation system two groups evaluated,0
56,Colon_Cancer,popularization health medical informatics yields huge amounts data extracting clinicalevents temporal course foundation enabling advanced applications research structure ofpresenting information chronological order manual extraction would extremely challenging due thequantity complexity recordsmethods present recurrent neural network based architecture able automatically extractclinical event expressions along event temporal information system built upon attentionbased recursive neural networks introduce piecewise representation divide input sentences intothree pieces better utilize information sentences incorporates semantic information utilizing wordrepresentations obtained bioasq wikipediaresults system evaluated thyme corpus set manually,0
57,Colon_Cancer,many suggest shared decisionmaking sdm effective approach clinical counseling itis unclear applies surgical decisionmakingespecially regarding urgent highlymorbid operations thisscoping review identify address patient surgeon preferences toward sdm surgerymethods used preferred reporting items systematic reviews metaanalyses extension scopingreviews prismascr develop protocol medline embase cochrane databases searched frominception title review identified peerreviewed empirical addressed patientsurgeon preferences toward sdm surgery identified underwent full review two independentinvestigators addressed following questions known existing empirical evidence aboutpatients andor surgeons surgical decisionmaking preferences might patients andor,0
