序号,label,cleaned_text,label_encoded
11,Stomach_Cancer,research symptoms signs nude mice objective study syndrome balb c nu mice smmc liver sgc methods establishing respectively balb c nu mice smmc liver sgc establish normal control group normal sodium collect information four diagnostic methods four diagnostic methods workstation constructed us practice syndrome differentiation quantitive results thday growth decease speed smmc liver nude mice fast sgc nude mice th day survival rate smmc liver nude mice however th day survival rate nude mice asthenia syndrome develop spontaneously smmc,3
12,Stomach_Cancer,machine learning data mining methods early detection risk abstract background point mortality rate fifth leading risk factors varied country country associated urbanization economic development diagnosis difficult task people diagnosed still initial stage main objective research design tool early detection risk level methodology firstly feature selection techniques applied filter collected data best rules technique used check correlations risk factors besides visual relationship among factors selected also exhibited score assigned factor according impact risk patients finally risk level prediction tool designed,3
13,Stomach_Cancer,epidemiological study influence drinking green tea chronic gastritis incidence purpose despite declining trend incidence still second important china ranks first yangzhong city examined role green tea consumption chronic gastritis risks case control study interaction green tea drinking potential risk factors chronic gastrotitis also explored methods population based case control study conducted yangzhong china patients chronic gastitis patients healthy controls epidemiological data collected standard questionnaire blood samples obtained measurement helicobacter pylori infection odds ratios confidence intervals ci estimated using logistic,3
14,Stomach_Cancer,glutathione transferase genotypes population based case control study warsaw poland glutathione transferases important detoxification wide range human carcinogens previous studies shown inconsistent associations gstt gstm null genotypes risk investigated relationship related genotypes risk population based case control study warsaw poland incidence mortality rates among highest europe dna blood samples available patients control subjects observed fold increased risk confidence interval patients gstt null genotype evidence increased risk associated gstm gstm gstp genotypes furthermore risk associated gstt null genotype varied age,3
15,Stomach_Cancer,relationship year overall survival rate socioeconomic status seer stage four target national screening program korea results gwangju jeonnam registry purposethe aim study investigate relationship year survival rate socioeconomic status seer surveillance epidemiology end results stage colorectal breast cervical patients methods total cases four target diagnosed extracted database gwangju jeonnam regional registry subjects study including n colorectal n breast n cervical n cox proportional hazards model used obtain hazards ratio hr according seer stage socioeconomic status results significantly higher hr,3
16,Stomach_Cancer,preservation remnant safe distal pancreatectomy patients undergone distal gastrectomy whether remnant safely preserved performing distal pancreatectomy dp patients prior distal gastrectomy dg remains unclear remnant pancreatic body tail share arterial blood supply via splenic artery spa total patients prior dg underwent dp enrolled study clinicopathologic data retrospectively analyzed focus management remnant complications related ischemia remnant additionally intraoperative indocyanine green icg fluorescence angiography performed visualize blood flow circulation remnant ten patients underwent standard dp dp conjunction splenectomy division spa preservation,3
17,Stomach_Cancer,incidence rates among americans asian americans native asians second common eastern asia accounting approximately new cases worldwide objective compare incidence rates asian americans los angeles native asians assess etiology examine differences asian americans korean japanese chinese filipino americans living los angeles california usa native asians korea japan china philippines selected study using incidence five continents database incidence rates examined data national registry korea used native koreans native countries incidence rates japan china philippines us declined time incidence korea remained,3
18,Stomach_Cancer,analysis relationship smoking status onset age onset direct medical expenditure expenses patients objective investigate relationship smoking status onset age patients estimate patients direct medical cost burden due smoking anhui province methods information primary patients direct treatment expenditures registered areas anhui collected association smoking status age onset patients analyzed univariate regression multivariate logistic regression models median smoking attributed risk method used describe direct treatment expenditure patients anhui due smoking results total patients analyzed study univariate regression analysis showed rural household,3
19,Stomach_Cancer,incidence mortality china objective study aimed estimate updated incidence mortality rate based registration data collected national central registry china nccrc methods registries data qualified based criteria data quality control nccrc cases retrieved national database estimated numbers cases deaths china using age specific rates corresponding national population stratified area sex age group chinese standard population segi world population applied age standardized incidence mortality rates results new cases associated deaths estimated occurred china crude incidence rate age standardized incidence rates chinese,3
20,Stomach_Cancer,among new mexico american indians hispanic whites non hispanic whites incidence rates vary ethnic group new mexico american indians hispanic whites higher risk state non hispanic white population characterize descriptive epidemiology disease new mexico investigated temporal trends mortality incidence rates mortality rates declined year period among new mexico hispanic non hispanic whites birth cohort analysis suggests much decline achieved prior mortality rates drop among american indians period incidence rates remained constant hispanic whites non hispanic whites american indian males,3
21,Stomach_Cancer,influence constructing pcdna p ing b nuclear expressing microsome growth inhibiting apoptosis cell line objective investigate effective constructing pcdna p ing b nuclear expressing microsome growth inhibiting apoptosis cell line search neotype antineoplastic measure methods pcdna p ing b nuclear expressing microsome constructed p ing b implanted human cell line sgc role p ing b generate cell studied results pcdna p ing b nuclear expressing microsome constructed successfully human cell line sgc implantation p ing b showed significant decrease,3
22,Stomach_Cancer,nutrition epidemiologic evidence relation nutrition reviewed shows distinct international variation dramatic worldwide decline descriptive features suggest dietary factors important determining risk authors assessed relevant data regarding specific dietary hypotheses etiology negative association fresh vegetables fruits highly consistent numerous case control studies different populations epidemiologic experimental data suggest vitamins c carotenoids lower risk evidence sparse inconsistent protective effects vitamin e selenium epidemiologic studies lent provide supportive evidence etiologic role nitrate intake high salt intake associated increased risk many case control,3
23,Stomach_Cancer,index based dietary patterns chinese population objectives dietary factors importance development study aims examine index based dietary patterns associated chinese population methods using data population based case control study conducted jiangsu province china included total participants cases controls dietary data collected food frequency questionnaire evaluated modified chinese healthy eating index mchei us healthy eating index hei multiple logistic regression analyses applied examine association mchei hei adjusting potential confounders possible interactions mchei hei established risk factors explored results among nonproxy,3
24,Stomach_Cancer,radiation dose subsequent risk long term survivors cervical purpose assess dose response relationship radiation therapy cervical methods materials conducted nested matched case control study cases controls among year survivors cervical diagnosed international population based registries estimated individual radiation doses site cases corresponding sites matched controls overall mean dose gy range parallel opposed pelvic fields gy range results women received radiation therapy mostly external beam therapy combination brachytherapy risk nonsignificantly increased odds ratio women receiving gy site significantly increased doses,3
25,Stomach_Cancer,abstract integrated analysis copy number alteration global gene expression reveals potential oncogenes underlying proceedings aacr annual meeting april san diego ca although several studies carried elucidate causative copy number alteration cna underlying carcinogenesis deeper understanding cna accumulations genome association age histo pathological subtypes remains still mysterious report integrated analysis genome wide copy number alteration global mrna expression tissues old young patients using acgh microarray identified genomes showed recurrent amplifications q erbb amplicon q q met amplicon homozygous deletions p,3
26,Stomach_Cancer,nutritional status quality life patients changle county china aim analyze relation nutrition quality life patients evaluate intake daily nutrition patients study feasibility nutrition intervention improving quality life patients methods total surgical patients reported changle registry investigated respect diet quality life daily nutrition intakes patients calculated according food composition database data compared reference values proposed chinese nutrition society partial correlation used analyze relationship nutrition quality life patients stepwise multiple regression analyses conducted analyze factors influencing nutrition intake patients results except,3
27,Stomach_Cancer,primary prevention detection world common neoplasia shown decrease death incidence rates several countries still totally elucidated decline incidence death rates attributed environmental factors unlikely decline stemmed primarily changes either treatment system diagnostic techniques brazil major challenge since country faces high incidence death rates addition brazilian health system lacks means assume fund develop diagnostic program according current knowledge develops damage mucosa diet rich salt nitrates nitrites possibly carbohydrates initiation development offset sufficient intake fruit fresh vegetables household refrigeration widespread since,3
28,Stomach_Cancer,three cases tube following operation thoracic esophagus sugically managed three cases arising reconstructed tube following operation esophageal caner patient year old man undergone subtotal esophagectomy reconstruction tube via retrosternal route found type advanced reconstructed tube year operation patient underwent distal resection tube died local recurrence tube years months second operation patient year old man undergone subtotal esophagectomy reconstruction tube via retrosternal route found iia iic type early reconstructed tube year operation distal resection tube carried patient still alive years,3
29,Stomach_Cancer,history siblings patients case control study population eastern black sea region turkey conducted learn incidence siblings patients among patients sibling history versus cases control group matched according age gender p frequency history organs first third degree relatives respectively sibling cases p fifty two point three per cent sibling cases history organs relatives also reported degree relatives number first third degree relatives sibling cases higher number organ degree relatives p familial clustering reported sibling cases study history siblings suggests presence,3
30,Stomach_Cancer,reevaluation benefit risk mass screening comparison x ray diagnosis endoscopy screening test mass screening widely performed throughout japan since important disease among various diseases japan screening test x ray diagnosis barium contrast medium used risk x ray exposure must considered order compare benefit mass screening reported previous article benefit risk mass screening become equal age since various conditions mass screening changed reevaluation benefit risk relationship necessary especially risk coefficient radiation induced revised drastically report united nations scientific committee effects,3
31,Stomach_Cancer,study mineral changes patients upper background emerged major public health problem developing countries matching effect industrialized nations leading cause death worldwide india oesophagus reported higher incidence material methods comparative study carried patients suffering oesophagus healthy subjects kem tata hospital mumbai sixty healthy sixty patients enrolled study confirming eligibility based inclusion criteria serum levels calcium phosphorus zinc copper magnesium measured data collected statistically analysed evaluated correlation parameters type results oesophagus patients serum calcium serum phosphorus levels showed elevation comparison control,3
32,Stomach_Cancer,following hodgkin lymphoma testicular cervical pooled analysis three international studies focus radiation effects understand risk fractionated high dose radiotherapy pooled individual level data three recent case control studies studies nested cohorts five year survivors first primary hodgkin lymphoma hl testicular tc cervical cx seven countries detailed data abstracted patient records radiation doses reconstructed site cases corresponding sites matched controls among cases controls mean doses gy gy gy respectively hodgkin lymphoma testicular cervical survivors overall mean dose gy risk increased,3
33,Stomach_Cancer,clinicopathological study multiple primary organs kobe rosai hospital cases resected managed past year period multiple primary organs encountered forty four patients amounting twenty eitht patients men sixteen women average age multiple primary higher single women patients multiple primary comparatively younger men seventeen synchronous another organs appeared within year came metachronous another organs appeared year also found average interval another organs longer women among multiple primary colon ranked first men patients breast came first women whole colon ranked first cases,3
34,Stomach_Cancer,laparoscopy assisted subtotal gastrectomy small remnant novel surgical procedure selected early upper total gastrectomy proximal gastrectomy usually performed either open procedure laparoscopically treatment early egc upper however quality life either total proximal gastrectomy satisfactory authors report novel surgical procedure laparoscopy assisted subtotal gastrectomy lastg small remnant preserved surgery selected egcs upper twenty three patients egc upper underwent lastg lymph node dissection mobilization transected cm proximal small remnant preserved anvil inserted transorally remnant using orvil system reconstruction method roux en,3
35,Stomach_Cancer,disease burden chinese population abstracttext label objective nlmcategory objective analyze national provincial disease burden chinese population abstracttext abstracttext label methods nlmcategory methods data related province specific burden disease china used analyze standardized incidence mortality parameters incidence mortality disability adjusted life years daly years life lost due premature mortality yll years lived disability yld china analyzed standardized incidence mortality changing patterns province described abstracttext abstracttext label results nlmcategory results new cases cases died china figures standardized incidence mortality rate daly,3
36,Stomach_Cancer,abo blood groups family history factors patients approached sex age clinical feature clinico epidemiological approach considering sex age abo blood group family history data examined patients results obtained follows group patients two families among parents sibs percentage patients blood group significantly higher percentage group control people sex age differences former considered rate blood group prevalent young male young female patients years old prevalent old female old male patients group young male patients one family percentage patients blood group significantly,3
37,Stomach_Cancer,association xpg polymorphisms susceptibility chinese population unlabelled xeroderma pigmentosum group g xpg protein plays important role dna repair process cutting damaged dna terminus previous studies indicated polymorphisms xpg gene associated susceptibility performed hospital based case control study evaluate association four potentially functional xpg polymorphisms rs c rs c rs c rs g susceptibility four single nucleotide polymorphisms snps genotyped cases healthy controls logistic regression analysis conducted odds ratios ors confidence intervals cis used assess association interest studied snps xpg,3
38,Stomach_Cancer,epidemiology despite major decline incidence mortality several decades still fourth common second common cause death world fold variation incidence populations highest lowest risk incidence particularly high east asia eastern europe parts central south america twice high among men among women prognosis generally rather poor year relative survival countries best established risk factors helicobacter pylori infection far strongest established risk factor distal male sex family history smoking factors related diet food preservation high intake salt preserved foods dietary nitrite low,3
39,Stomach_Cancer,case control study risk factors objective study risk protective factors changshu methods population based case control study conducted changshu new cases august august matched normal population controls epi info sas used data analysis results results single factor analysis indicated salted vegetables intake recent ten years salted fish meat intake recent ten years salty flavoring irregular time meals drank thick thicker tea constrained spirit introverted disposition history ulcer atrophic gastritis risk factors contrast fresh vegetables intake recent ten years optimistic,3
40,Stomach_Cancer,incidence rates turkey detailed registry based estimation purpose purpose study provide detailed report incidence turkey relatively large country population million present estimates burden turkey calculated using data eight population based registries set selected provinces representative sociodemographic patterns regions methods calculated age specific age adjusted incidence rates aair world standard population registries separately assigned weighting coefficient registry proportional population size region registry represents results pooled total males females aairs per men women sites excluding non melanoma skin aair per men,3
41,Stomach_Cancer,clinicopathologic significance k ras gene codon point mutation analysis cases background frequency clinicopathologic significance k ras gene point mutation remain defined methods authors investigated frequency k ras codon point mutations using sensitive polymerase chain reaction pcr based method samples correlated findings various clinicopathologic characteristics patients results overall frequency k ras codon point mutations dna sequencing nine cases k ras codon point mutations identified seven cases single base substitution ggt agt glycine serine two single base substitution ggt agt aspartic,3
42,Stomach_Cancer,lung smoking status among coal miners preliminary test hypothesis paper presents empirical test hypothesis meyer et al propose inhaled carcinogens risk lung occurring persons nonimpaired lungs lung occurring persons impaired lungs based upon case referent study comparing white male coal miners died united states age matched miners died lung reference miners died noncancer nonaccident causes present study failed confirm meyer hypothesis data suggest reverse relationship postulated namely airway obstruction may precondition normal pulmonary function precondition lung different dust agents,3
43,Stomach_Cancer,despite decline incidence developed countries second digestive france remains second cause related deaths world gastritis induced h pylori infection food regimen frequent precancerous factors however definite clinical evidence benefit eradication risk waiting effective anti h pylorivaccine h pylori eradicated selected patients highest risk stake develop inexpensive tests identification individuals high risk depending genotypic polymorphisms bacterium host endoscopic diagnosis currently made advanced stage related non specific late symptoms prognosis remains poor years overall survival rate less surgical resection lymphadenectomy gold,3
44,Stomach_Cancer,epidemiological research progress last ten years paper progress epidemiological research reviewed respect regional variation etiology formation carcinogens evaluation cohort case control studies revealed consistently inverse relationship risk raw vegetables fruit wholemeal bread consumption vitamin c carotene intake milk cooked vegetables vitamins e consistently found related risk positive associations increasing consumption risk occasionally found processed particularly prepared meat fish nitrite dietary nitrate intake appear related risk studies latter observation also supported metabolic studies high low risk areas consistently among studies,3
45,Stomach_Cancer,incidence mortality survival rate korean elderly pharmacoepidemiologic cohort kepec purpose study conducted estimate incidence mortality survival rate elderly people korea materials methods source population korean elderly phamacoepidemiologic cohort kepec years age older living busan metropolitan city gyeongsangnam province korea subcohort persons without identified enrolling kepec incidence cases detected three different sources medical claims database korea medical insurance corporation kmic korea central registry kccr busan registry bcr hospital survey abstracting relevant information confirm final diagnosis potential cases medical claims database,3
46,Stomach_Cancer,socioeconomic status incidence men results netherlands study objective study association socioeconomic status ses incidence cardia non cardia role lifestyle fac tors explaining association design prospective cohort study diet started data collected means self administered questionnaire setting population originating municipalities netherlands participants men aged years years follow incident cases de tected cardia non cardia cases main results conclusions ad justment age lower overall risk found men highest attained level education rr highestaowest level ci trend p association came less strong,3
47,Stomach_Cancer,expression cdk effect cdk inhibitor pd function cells abstracttext label objective nlmcategory unassigned study expression prognostic value cdk function cdk inhibitor pd proliferation cells abstracttext abstracttext label methods nlmcategory unassigned immunohistochemistry used detect expression cdk tissues adjacent normal tissues analyze effect cdk clinicopathological parameters patients kaplan meier plotter employed study relationship cdk overall survival western blot rt pcr used detect protein gene expression cdk different cells effects cdk inhibitor pd apoptosis aging cells detected flow cytometry galactosidase aging staining,3
48,Stomach_Cancer,lifetime alcohol intake risk pooled analysis two prospective cohort studies abstract background alcohol consumption causally linked several sites evidence still inconclusive aimed quantify association alcohol intake risk including subtypes methods pooled data two cohort studies including individuals enrolled european prospective investigation australians enrolled melbourne collaborative cohort study adjusted hazard ratios hr confidence intervals ci incident estimated using cox regression results incident diagnosed person years alcohol intake associated overall risk observed weak positive dose response association lifetime intake non cardia,3
49,Stomach_Cancer,abstract hypoxia responsive hif regulated aaa atpase atad shows high oncogenic potential jats title abstract jats title jats p burden incidence death global challenge treating remains immensely difficult due lack available markers detect disease early stages therefore immense demand finding early detection biomarker recently atad found overexpressed high prognostic significance recognised promising biomarker atad unique testis antigen cta belongs aaa atpase bromodomain family proteins however nothing much known mechanism atad mediated carcinogenesis using bioinformatics analyses well studies cells biopsy,3
50,Stomach_Cancer,lymph node metastasis upper third surgical treatment basis anatomical distribution positive node background aims little known appropriate surgical procedure upper third objective study determine appropriate surgical treatment upper third methodology clinicopathological characteristics node positive upper third reviewed retrospectively compared node negative upper third results node positive showed higher rates peritoneal metastasis p larger sizes p deeper penetration p higher rates diffuse type histology p advanced histological stages p node negative patients node positive demonstrated poorer survival rate node negative,3
51,Stomach_Cancer,role cd v mmp invasiveness metastasis potential objective outline significances cd v mmp expressed effect metastasis invasiveness methods immunohistochemical p method used detect expression cd v mmp samples operation results cases tissues cases expressed cd v positively cases expressed mmp positively correlated growth ways invasive depth without lymph node metastasis tnm staging p expression mmp diffuse type higher intestinal type p five year survival rate patients expression mmp lower without expression mmp p cd v mmp patients positive correlation,3
52,Stomach_Cancer,various age groups japan detected mass survey abstract order determine characteristics elderly statistical analyses made cases found mass survey group cases found among persons age observed years group group average annual incidence per persons age death rate age increased age advanced average annual incidence percent years almost changes detection rate group death rate per persons examined group significantly lower non examined group especially persons however differences death rate persons beyond rate surgical resection incidence early lower elderly year relative,3
53,Stomach_Cancer,abstract ethnic immigrant disparities mortality united states background leading cause death united states globally previous research shown significant ethnic immigrant disparities mortality immigrants certain ethnic minority groups asian pacific islanders apis hispanics blacks african americans experiencing increased risks diagnosis mortality analyses however focused broad racial ethnic groups disparities mortality among api hispanic immigrant subgroups well analyzed study examines temporal trends patterns mortality among major ethnic immigrant groups us methods using national mortality database computed age adjusted mortality rates overall,3
54,Stomach_Cancer,comparison ranking mortality rates various populations rsa age adjusted mortality rates mrs four population groups rsa age range years different types compared ranked lung highest mrs white indian coloured males white males lung ranked st mr twice high indian coloured males ranked st lung nd mr lung coloured males little higher white males black males oesophageal ranked st liver nd white females breast ranked st lung nd coloured females cervix ranked st followed breast black females oesophagus liver ranked,3
55,Stomach_Cancer,identification valid reference genes gene expression studies human reverse transcription qpcr reverse transcription quantitative real time polymerase chain reaction rt qpcr powerful method analysis gene expression target gene expression levels usually normalized consistently expressed reference gene also known internal standard sample however much effort expended thus far search reference genes suitable study using rt qpcr although selection optimal reference genes critical interpretation results assessed suitability six possible reference genes beta actin actb glyceraldehydes phosphate dehydrogenase gapdh hypoxanthine phosphoribosyl transferase,3
56,Stomach_Cancer,spatial analysis incidence iran fourth common second leading cause related death world common parts iran geographic variation incidence due many different factors aim study assess geographical spatial distribution iran using data registry program iran year reported incidences different provinces standardized world population structure arcgis software used analyse data hot spots high risk areas determined using spatial analysis getis ord gi hot cold spots determined less standard deviations national average respectively significance level used statistical judgment total cases reported men,3
57,Stomach_Cancer,dietary habits intestinal comparative case control study large intestinal nagoya japan simultaneous case control study colo rectal involving cases cases colo rectal controls conducted using common questionnaire aichi center hospital fondness salty tastes especially salted foods pickled hakusai vegetable dried salted fishes typical traditional japanese foods showed significantly positive association relative risk rr p less hand habit eating western style breakfast particularly years made significant contribution risk colon rr p less conversely decreased risk rr significant ns rectal rr,3
58,Stomach_Cancer,significant factors carcinogenesis revealed experimental animal models pathological molecular biochemical analyses experimental animal models important solutions human disorders including induced experimentally n methyl n nitro n nitrosoguanidine mnng n methyl n nitrosourea mnu rats mice helicobacter pylori h pylori one important factor human disorders h pylori infected chemical carcinogen treated mongolian gerbil mg thus proved useful analysis human carcinogenesis intestinal metaplasia important precancerous lesion paracancerous cord studies clonality phenotypic expression intestinal metaplastic cell pepsinogen altered pyloric glands regarded common,3
59,Stomach_Cancer,rare mutations p ki ras beta catenin genes absence k sam c erbb amplification n methyl n nitro n nitrosoguanidine induced rat rat induced n methyl n nitro n nitrosoguanidine mnng widely used model human differentiated type however little information regarding molecular basis study examined genetic alterations reported human rat induced male aci n rats administering mnng drinking water one mutation p gene second position codon valglu however none mutations codons ki ras n terminal phosphorylation sites catenin gene,3
60,Stomach_Cancer,geographical distribution related heavy metals kurdistan iran aims aim study investigate geographical pattern probable link heavy metal concentration high risk area kurdistan iran materials methods descriptive analytical study analyzed deaths due period data collected health deputy kurdistan province spatial distribution map prepared using geographic information system software finally distribution map heavy metals could related provided results spatial distribution maps mortality shows highest mortality rate identified divandareh bijar saghez cites cities shown high concentration heavy metals overlaying map via distribution,3
61,Stomach_Cancer,analysis relationship socioeconomic factors incidence slovenia unequal population distribution well known major risk factors explains much variation incidence worldwide aim study determine whether geographical variation incidence rate slovenia municipalities years could partially explained variations socioeconomic status indirect risk factor composite measure region socioeconomic status labelled deprivation index created basic socioeconomic characteristics municipality using factor analysis municipalities standardized incidence ratios non cardia calculated fully bayesian spatial model conditionally autoregressive prior applied using markov chain monte carlo techniques winbugs software spatially,3
62,Stomach_Cancer,literature review regarding influences exercise patients study aims prove effects exercise patients literature review provide basic materials development programs systematic exercise study na et el carried aerobic exercise program oriented patients operation nk cells increased exercise group study choi j ini et al according result week long exercise program oriented patients oral chemotherapy operation patients showed positive effects terms fatigue anxiety improvement nk cells quality life hand study sohn yun seon carried exercise program complex anaerobic aerobic form oriented,3
63,Stomach_Cancer,genetic polymorphism glutathione transferases tobacco habits risk mizoram india aim incidence mizoram highest india conducted population based matched case control study identify environmental genetic risk factors geographical area methods total histologically confirmed cases matched healthy population controls recruited gstm gstt genotypes determined pcr h pylori infections determined elisa results tobacco smoking found important risk factor high incidence mizoram meiziol local cigarette smoking important risk factor tobacco related habits cigarette tuibur tobacco smoke infused water betel nut consumption synergistically increased,3
64,Stomach_Cancer,stoichiogenomics reveal oxygen usage bias key proteins pathways associated involves hypoxia specific microenvironments stoichiogenomics explores environmental resource limitation biological macromolecules terms element usages however patterns oxygen usage proteins ways proteins adapt hypoxia microenvironment still unknown compared oxygen carbon contents c proteomes hypoxia two glandular cells normal key proteins genome locations pathways functional dissection associated also studied association oxygen content protein expression level revealed glandular cells differentially expressed proteins deps oxygen contents regulated proteins higherthan regulated proteins total deps identified,3
65,Stomach_Cancer,prospective study among rural japanese population year survey mortality prospectively studied among japanese men women first responded mailed questionnaire followed may follow period deaths identified current smokers increased risk deaths compared never smokers relative risk rr confidence interval ci dose response amount cigarettes smoked daily alcohol drinkers consumed ml alcohol per day also greater risk nondrinkers rr ci association mortality individual food consumption except positive association fruit intake however frequent use greater equal week broiling meats traditional style japanese,3
66,Stomach_Cancer,expressions pg p gst topo ii gene cerbb cell multiplication index ki clinical significance objective investigate expressions pg p gst topo gene cerbb cell multiplication index ki clinical pathology significance methods expression examined immunohistorchemistry method results remarkable difference positive expressions pg p gst found lauren divides pathology graduation lymph node metastasis p depth infiltration significance difference p remarkable difference positive expressions topo ii found differentiation lymph node metastasis p lauren divides significance difference p remarkable difference positive expressions cerbb,3
67,Stomach_Cancer,value filling gas thin layer spiral ct scan diagnosis objective analyze clinical values gas filling method thin layer spiral ct scan diagnosis methods selecting patients hospital study objects thin layer spiral ct scan applied filling gas diagnosed iconography results evaluated leison sites clinical stages well analyzed differences stomachoscopy pathological examination results ct examination showed cases happened sinuses ventriculi cases happened pars cardiaca cases sites differences stomachoscopy examination significant p without statistical significance examination tnm stages significant differences ct examination,3
68,Stomach_Cancer,novel drug delivery systems emerging platform therapy long regarded one world fatal diseases claiming lives countless individuals year prevalent recently reached high number fatalities continues one fatal forms requiring immediate attention due low overall survival rate early detection appropriate therapy perhaps difficult challenges fight focused positive tactics therapy paper went current advancements progressions nanotechnology based systems modern drug delivery therapies great detail recent therapeutic tactics used nanotechnology based delivery drugs aim improve cellular absorption pharmacokinetics anticancer drug efficacy allowing,3
69,Stomach_Cancer,ecology chile results case control study one nitrate ecology summarized patients attending gastroscopy clinics participating hospitals santiago interviewed diagnoses known patients matched noncancerous diseases selected pool found patients lived high risk areas longer periods early life controls controls lived low risk areas longer terms patients association existed occupation agriculture subgroup patients histologic classification available association residence early life high risk area seen patients intestinal type nitrate levels urine nitrite levels saliva determined school children years age areas high risk,3
70,Stomach_Cancer,occurrence stump resection investigation patients resection occasion benign diseases duodenal ulcers polyps revealed origination remaining part patients average patients resection confirmation remaining part process develops average years years resection patients region anastomosis rest distance remaining part admitted per cent base clinical laboratory data roentgenologically diagnosed admitted per cent fibrogastroscopically per cent per cent patients positive results obtained purposeful gastrobiopsy severe atrophic gastritis adjoining mucosa found per cent examined radical operation treatment total subtotal resection performed per cent patients rest,3
71,Stomach_Cancer,decreasing trend japan abstract still common males females japan japanese still show highest mortality incidence world however age adjusted death rate shown marked declining trend sexes last years japan advocates mass screening clinicians specialize surgical treatment may wish claim credit decrease mortality japan whereas advocates primary prevention may wish claim decrease mortality largely due decrease incidence reflecting recent change dietary habits especially spread western style foods diminished intake traditional japanese foods fact incidence rate estimated osaka registry shows similar,3
